county,precinct,office,district,party,candidate,votes,provisional_ed,early_vote,absentee,provisional_ev,post,election_day
Washington,332 Fay 12,JAIL IMPROVEMENT BONDS,,NON,FOR,468,0,294,8,0,0,166
Washington,333 Fay 13,JAIL IMPROVEMENT BONDS,,NON,FOR,187,0,58,4,0,0,125
Washington,334 Fay 14,JAIL IMPROVEMENT BONDS,,NON,FOR,70,0,41,1,0,0,28
Washington,335 Fay 15,JAIL IMPROVEMENT BONDS,,NON,FOR,98,0,35,2,0,0,61
Washington,336 Fay 16,JAIL IMPROVEMENT BONDS,,NON,FOR,10,0,5,0,0,0,5
Washington,337 Fay 17,JAIL IMPROVEMENT BONDS,,NON,FOR,366,0,188,9,0,0,169
Washington,338 Fay 18,JAIL IMPROVEMENT BONDS,,NON,FOR,140,0,78,0,0,0,62
Washington,339 Fay 19,JAIL IMPROVEMENT BONDS,,NON,FOR,393,0,231,10,0,0,152
Washington,340 Fay 20,JAIL IMPROVEMENT BONDS,,NON,FOR,461,0,252,5,0,0,204
Washington,341 Fay 21,JAIL IMPROVEMENT BONDS,,NON,FOR,71,0,38,6,0,0,27
Washington,342 Fay 22,JAIL IMPROVEMENT BONDS,,NON,FOR,338,0,179,3,0,0,156
Washington,343 Fay 23,JAIL IMPROVEMENT BONDS,,NON,FOR,234,0,118,6,0,0,110
Washington,344 Fay 24,JAIL IMPROVEMENT BONDS,,NON,FOR,69,0,41,0,0,0,28
Washington,345 Fay 25,JAIL IMPROVEMENT BONDS,,NON,FOR,187,0,134,6,0,0,47
Washington,346 Fay 26,JAIL IMPROVEMENT BONDS,,NON,FOR,268,0,145,1,0,0,122
Washington,347 Fay 27,JAIL IMPROVEMENT BONDS,,NON,FOR,291,0,166,5,0,0,120
Washington,348 Fay 28,JAIL IMPROVEMENT BONDS,,NON,FOR,410,0,234,7,0,0,169
Washington,349 Fay 29,JAIL IMPROVEMENT BONDS,,NON,FOR,248,0,143,7,0,0,98
Washington,350 Fay 30,JAIL IMPROVEMENT BONDS,,NON,FOR,342,0,211,13,0,0,118
Washington,351 Fay 31,JAIL IMPROVEMENT BONDS,,NON,FOR,267,0,164,1,0,0,102
Washington,352 Fay 32,JAIL IMPROVEMENT BONDS,,NON,FOR,270,0,169,3,0,0,98
Washington,353 Fay 33,JAIL IMPROVEMENT BONDS,,NON,FOR,49,0,20,1,0,0,28
Washington,354 Fay 34,JAIL IMPROVEMENT BONDS,,NON,FOR,130,0,43,1,0,0,86
Washington,355 Fay 35,JAIL IMPROVEMENT BONDS,,NON,FOR,246,0,150,36,0,0,60
Washington,356 Fay 36,JAIL IMPROVEMENT BONDS,,NON,FOR,111,0,65,6,0,0,40
Washington,357 Fay 37,JAIL IMPROVEMENT BONDS,,NON,FOR,25,0,12,1,0,0,12
Washington,358 Fay 38,JAIL IMPROVEMENT BONDS,,NON,FOR,98,0,61,0,0,0,37
Washington,359 Fay 39,JAIL IMPROVEMENT BONDS,,NON,FOR,91,0,61,1,0,0,29
Washington,360 Fay 40,JAIL IMPROVEMENT BONDS,,NON,FOR,446,0,224,7,0,0,215
Washington,361 Fay 41,JAIL IMPROVEMENT BONDS,,NON,FOR,40,0,26,3,0,0,11
Washington,362 Fay 42,JAIL IMPROVEMENT BONDS,,NON,FOR,98,0,45,4,0,0,49
Washington,363 Fay 43,JAIL IMPROVEMENT BONDS,,NON,FOR,23,0,14,0,0,0,9
Washington,364 Fay 44,JAIL IMPROVEMENT BONDS,,NON,FOR,80,0,41,1,0,0,38
Washington,365 Fay 45,JAIL IMPROVEMENT BONDS,,NON,FOR,13,0,9,0,0,0,4
Washington,366 Fay 46,JAIL IMPROVEMENT BONDS,,NON,FOR,117,0,83,1,0,0,33
Washington,367 Fay 47,JAIL IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,368 Fay 48,JAIL IMPROVEMENT BONDS,,NON,FOR,1,0,1,0,0,0,0
Washington,369 Greenland City-1,JAIL IMPROVEMENT BONDS,,NON,FOR,165,0,57,5,0,0,103
Washington,370 Greenland Twp-1,JAIL IMPROVEMENT BONDS,,NON,FOR,143,0,54,1,0,0,88
Washington,371 Greenland City-2,JAIL IMPROVEMENT BONDS,,NON,FOR,15,0,4,0,0,0,11
Washington,372 Greenland Twp-2,JAIL IMPROVEMENT BONDS,,NON,FOR,46,0,21,0,0,0,25
Washington,373 Goshen City-1,JAIL IMPROVEMENT BONDS,,NON,FOR,456,0,189,5,0,0,262
Washington,374 Goshen City-2,JAIL IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,375 Goshen Twp-1,JAIL IMPROVEMENT BONDS,,NON,FOR,67,0,23,3,0,0,41
Washington,376 Goshen Twp-2,JAIL IMPROVEMENT BONDS,,NON,FOR,71,0,32,0,0,0,39
Washington,377 Greenland Twp-3,JAIL IMPROVEMENT BONDS,,NON,FOR,15,0,10,0,0,0,5
Washington,380 Harmon-1,JAIL IMPROVEMENT BONDS,,NON,FOR,208,0,121,4,0,0,83
Washington,381 Harmon-5,JAIL IMPROVEMENT BONDS,,NON,FOR,25,0,14,0,0,0,11
Washington,382 Harmon-2,JAIL IMPROVEMENT BONDS,,NON,FOR,7,0,4,0,0,0,3
Washington,383 Harmon-3,JAIL IMPROVEMENT BONDS,,NON,FOR,14,0,5,0,0,0,9
Washington,384 Harmon-4,JAIL IMPROVEMENT BONDS,,NON,FOR,8,0,3,0,0,0,5
Washington,385 Harmon-6,JAIL IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,400 Illinois,JAIL IMPROVEMENT BONDS,,NON,FOR,101,0,16,2,0,0,83
Washington,419 Johnson Twp-4,JAIL IMPROVEMENT BONDS,,NON,FOR,2,0,1,0,0,0,1
Washington,420 Johnson Twp-1,JAIL IMPROVEMENT BONDS,,NON,FOR,65,0,43,2,0,0,20
Washington,421 Johnson City-1,JAIL IMPROVEMENT BONDS,,NON,FOR,308,0,176,7,0,0,125
Washington,422 Johnson City-4,JAIL IMPROVEMENT BONDS,,NON,FOR,3,0,1,0,0,0,2
Washington,423 Johnson Twp-2,JAIL IMPROVEMENT BONDS,,NON,FOR,3,0,1,0,0,0,2
Washington,424 Johnson Twp-3,JAIL IMPROVEMENT BONDS,,NON,FOR,22,0,9,0,0,0,13
Washington,425 Johnson City-2,JAIL IMPROVEMENT BONDS,,NON,FOR,79,0,45,2,0,0,32
Washington,426 Johnson City-3,JAIL IMPROVEMENT BONDS,,NON,FOR,83,0,33,0,0,0,50
Washington,440 Lees Creek,JAIL IMPROVEMENT BONDS,,NON,FOR,116,0,66,3,0,0,47
Washington,460 Lincoln,JAIL IMPROVEMENT BONDS,,NON,FOR,218,0,101,9,0,0,108
Washington,480 Litteral-1,JAIL IMPROVEMENT BONDS,,NON,FOR,37,0,13,0,0,0,24
Washington,481 Litteral-2,JAIL IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,482 Litteral-3,JAIL IMPROVEMENT BONDS,,NON,FOR,249,0,126,5,0,0,118
Washington,483 Litteral-4,JAIL IMPROVEMENT BONDS,,NON,FOR,2,0,1,0,0,0,1
Washington,500 Marrs Hill-1,JAIL IMPROVEMENT BONDS,,NON,FOR,142,0,85,2,0,0,55
Washington,501 Marrs Hill-2,JAIL IMPROVEMENT BONDS,,NON,FOR,55,0,29,0,0,0,26
Washington,520 Morrow-1,JAIL IMPROVEMENT BONDS,,NON,FOR,56,0,17,0,0,0,39
Washington,521 Morrow-2,JAIL IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,541 Prairie Twp 1,JAIL IMPROVEMENT BONDS,,NON,FOR,507,0,250,11,0,0,246
Washington,542 Prairie Twp 2,JAIL IMPROVEMENT BONDS,,NON,FOR,159,0,96,2,0,0,61
Washington,543 Prairie Twp 3,JAIL IMPROVEMENT BONDS,,NON,FOR,4,0,3,0,0,0,1
Washington,544 Prairie Twp 4,JAIL IMPROVEMENT BONDS,,NON,FOR,35,0,20,0,0,0,15
Washington,545 Prairie Twp 5,JAIL IMPROVEMENT BONDS,,NON,FOR,119,0,78,0,0,0,41
Washington,546 Prairie Twp 6,JAIL IMPROVEMENT BONDS,,NON,FOR,2,0,2,0,0,0,0
Washington,547 Prairie Twp 7,JAIL IMPROVEMENT BONDS,,NON,FOR,5,0,2,0,0,0,3
Washington,548 Prairie Twp 8,JAIL IMPROVEMENT BONDS,,NON,FOR,121,0,69,0,0,0,52
Washington,549 Prairie Twp 9,JAIL IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,550 Prairie Grove City-1,JAIL IMPROVEMENT BONDS,,NON,FOR,510,0,298,3,0,0,209
Washington,560 Prairie Grove City-2,JAIL IMPROVEMENT BONDS,,NON,FOR,370,0,209,7,0,0,154
Washington,561 Prairie Grove City-3,JAIL IMPROVEMENT BONDS,,NON,FOR,53,0,30,1,0,0,22
Washington,562 Prairie Grove City-4,JAIL IMPROVEMENT BONDS,,NON,FOR,109,0,60,2,0,0,47
Washington,563 Prairie Grove City-5,JAIL IMPROVEMENT BONDS,,NON,FOR,1,0,0,0,0,0,1
Washington,580 Prairie Grove Twp-1,JAIL IMPROVEMENT BONDS,,NON,FOR,36,0,23,2,0,0,11
Washington,581 Prairie Grove Twp-3,JAIL IMPROVEMENT BONDS,,NON,FOR,90,0,47,1,0,0,42
Washington,582 Prairie Grove Twp-2,JAIL IMPROVEMENT BONDS,,NON,FOR,108,0,63,3,0,0,42
Washington,620 Reed-1,JAIL IMPROVEMENT BONDS,,NON,FOR,28,0,17,0,0,0,11
Washington,621 Reed-2,JAIL IMPROVEMENT BONDS,,NON,FOR,11,0,7,0,0,0,4
Washington,640 Rheas Mill,JAIL IMPROVEMENT BONDS,,NON,FOR,77,0,19,0,0,0,58
Washington,660 Richland-1,JAIL IMPROVEMENT BONDS,,NON,FOR,2,0,2,0,0,0,0
Washington,661 Richland-3,JAIL IMPROVEMENT BONDS,,NON,FOR,150,0,82,5,0,0,63
Washington,662 Richland-2,JAIL IMPROVEMENT BONDS,,NON,FOR,18,0,7,0,0,0,11
Washington,680 Spg 01,JAIL IMPROVEMENT BONDS,,NON,FOR,45,0,32,0,0,0,13
Washington,690 Spg 02,JAIL IMPROVEMENT BONDS,,NON,FOR,104,0,47,2,0,0,55
Washington,700 Spg 03,JAIL IMPROVEMENT BONDS,,NON,FOR,243,0,127,4,0,0,112
Washington,710 Spg 04,JAIL IMPROVEMENT BONDS,,NON,FOR,365,0,189,5,0,0,171
Washington,720 Spg 05,JAIL IMPROVEMENT BONDS,,NON,FOR,103,0,42,2,0,0,59
Washington,730 Spg 06,JAIL IMPROVEMENT BONDS,,NON,FOR,185,0,106,3,0,0,76
Washington,740 Spg 07,JAIL IMPROVEMENT BONDS,,NON,FOR,176,0,89,1,0,0,86
Washington,741 Spg 08,JAIL IMPROVEMENT BONDS,,NON,FOR,167,0,91,3,0,0,73
Washington,742 Spg 09,JAIL IMPROVEMENT BONDS,,NON,FOR,108,0,58,0,0,0,50
Washington,743 Spg 10,JAIL IMPROVEMENT BONDS,,NON,FOR,135,0,85,4,0,0,46
Washington,744 Spg 11,JAIL IMPROVEMENT BONDS,,NON,FOR,406,0,254,7,0,0,145
Washington,745 Spg 12,JAIL IMPROVEMENT BONDS,,NON,FOR,440,0,198,10,0,0,232
Washington,746 Spg 13,JAIL IMPROVEMENT BONDS,,NON,FOR,166,0,65,5,0,0,96
Washington,747 Spg 14,JAIL IMPROVEMENT BONDS,,NON,FOR,362,0,198,8,0,0,156
Washington,748 Spg 15,JAIL IMPROVEMENT BONDS,,NON,FOR,167,0,77,2,0,0,88
Washington,749 Spg 16,JAIL IMPROVEMENT BONDS,,NON,FOR,100,0,51,1,0,0,48
Washington,752 Spg 17,JAIL IMPROVEMENT BONDS,,NON,FOR,313,0,180,11,0,0,122
Washington,753 Spg 18,JAIL IMPROVEMENT BONDS,,NON,FOR,255,0,170,0,0,0,85
Washington,754 Spg 19,JAIL IMPROVEMENT BONDS,,NON,FOR,117,0,61,1,0,0,55
Washington,755 Spg 20,JAIL IMPROVEMENT BONDS,,NON,FOR,19,0,8,0,0,0,11
Washington,756 Spg 21,JAIL IMPROVEMENT BONDS,,NON,FOR,71,0,41,0,0,0,30
Washington,757 Spg 22,JAIL IMPROVEMENT BONDS,,NON,FOR,39,0,14,1,0,0,24
Washington,758 Spg 23,JAIL IMPROVEMENT BONDS,,NON,FOR,2,0,0,2,0,0,0
Washington,759 Spg 24,JAIL IMPROVEMENT BONDS,,NON,FOR,25,0,8,0,0,0,17
Washington,760 Spg 25,JAIL IMPROVEMENT BONDS,,NON,FOR,109,0,57,0,0,0,52
Washington,761 Spg 26,JAIL IMPROVEMENT BONDS,,NON,FOR,172,0,95,0,0,0,77
Washington,762 Spg 27,JAIL IMPROVEMENT BONDS,,NON,FOR,117,0,66,6,0,0,45
Washington,763 Spg 28,JAIL IMPROVEMENT BONDS,,NON,FOR,107,0,73,3,0,0,31
Washington,764 Spg 29,JAIL IMPROVEMENT BONDS,,NON,FOR,116,0,61,3,0,0,52
Washington,765 Spg 30,JAIL IMPROVEMENT BONDS,,NON,FOR,8,0,4,0,0,0,4
Washington,766 Spg 31,JAIL IMPROVEMENT BONDS,,NON,FOR,109,0,66,1,0,0,42
Washington,767 Spg 32,JAIL IMPROVEMENT BONDS,,NON,FOR,8,0,7,0,0,0,1
Washington,768 Spg 33,JAIL IMPROVEMENT BONDS,,NON,FOR,31,0,13,0,0,0,18
Washington,769 Spg 34,JAIL IMPROVEMENT BONDS,,NON,FOR,26,0,14,0,0,0,12
Washington,770 Spg 35,JAIL IMPROVEMENT BONDS,,NON,FOR,143,0,72,5,0,0,66
Washington,771 Spg 36,JAIL IMPROVEMENT BONDS,,NON,FOR,58,0,26,2,0,0,30
Washington,772 Spg 37,JAIL IMPROVEMENT BONDS,,NON,FOR,29,0,14,0,0,0,15
Washington,773 Spg 38,JAIL IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,774 Spg 39,JAIL IMPROVEMENT BONDS,,NON,FOR,95,0,51,0,0,0,44
Washington,775 Spg 40,JAIL IMPROVEMENT BONDS,,NON,FOR,66,0,22,0,0,0,44
Washington,776 Spg 41,JAIL IMPROVEMENT BONDS,,NON,FOR,20,0,9,0,0,0,11
Washington,778 Spg 43,JAIL IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,779 Spg Twp-1,JAIL IMPROVEMENT BONDS,,NON,FOR,101,0,44,3,0,0,54
Washington,780 Starr Hill,JAIL IMPROVEMENT BONDS,,NON,FOR,172,0,70,2,0,0,100
Washington,781 Spg Twp-2,JAIL IMPROVEMENT BONDS,,NON,FOR,212,0,91,0,0,0,121
Washington,782 Spg Twp-3,JAIL IMPROVEMENT BONDS,,NON,FOR,4,0,1,0,0,0,3
Washington,783 Spg Twp-4,JAIL IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,800 Tontitown City-1,JAIL IMPROVEMENT BONDS,,NON,FOR,291,0,168,7,0,0,116
Washington,801 Tontitown City-2,JAIL IMPROVEMENT BONDS,,NON,FOR,224,0,134,1,0,0,89
Washington,802 Tontitown City-3,JAIL IMPROVEMENT BONDS,,NON,FOR,19,0,7,1,0,0,11
Washington,803 Tontitown City-4,JAIL IMPROVEMENT BONDS,,NON,FOR,3,0,2,0,0,0,1
Washington,804 Tontitown City-5,JAIL IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,805 Tontitown City-6,JAIL IMPROVEMENT BONDS,,NON,FOR,351,0,215,3,0,0,133
Washington,807 Tontitown Twp,JAIL IMPROVEMENT BONDS,,NON,FOR,5,0,4,0,0,0,1
Washington,810 Valley-1,JAIL IMPROVEMENT BONDS,,NON,FOR,158,0,96,2,0,0,60
Washington,811 Valley-2,JAIL IMPROVEMENT BONDS,,NON,FOR,8,0,3,0,0,0,5
Washington,812 Valley-3,JAIL IMPROVEMENT BONDS,,NON,FOR,74,0,44,0,0,0,30
Washington,820 Vineyard,JAIL IMPROVEMENT BONDS,,NON,FOR,27,0,2,0,0,0,25
Washington,830 War Eagle,JAIL IMPROVEMENT BONDS,,NON,FOR,41,0,20,2,0,0,19
Washington,840 Wedington,JAIL IMPROVEMENT BONDS,,NON,FOR,46,0,9,2,0,0,35
Washington,860 West Fork City-1,JAIL IMPROVEMENT BONDS,,NON,FOR,327,0,197,1,0,0,129
Washington,861 West Fork City-2,JAIL IMPROVEMENT BONDS,,NON,FOR,69,0,46,0,0,0,23
Washington,862 West Fork City-3,JAIL IMPROVEMENT BONDS,,NON,FOR,3,0,1,0,0,0,2
Washington,880 West Fork Twp-1,JAIL IMPROVEMENT BONDS,,NON,FOR,154,0,107,3,0,0,44
Washington,881 West Fork Twp-2,JAIL IMPROVEMENT BONDS,,NON,FOR,76,0,48,1,0,0,27
Washington,882 West Fork Twp-3,JAIL IMPROVEMENT BONDS,,NON,FOR,14,0,7,0,0,0,7
Washington,900 Wheeler-1,JAIL IMPROVEMENT BONDS,,NON,FOR,136,0,56,6,0,0,74
Washington,901 Wheeler-4,JAIL IMPROVEMENT BONDS,,NON,FOR,0,0,0,0,0,0,0
Washington,902 Wheeler-5,JAIL IMPROVEMENT BONDS,,NON,FOR,34,0,14,2,0,0,18
Washington,903 Wheeler-2,JAIL IMPROVEMENT BONDS,,NON,FOR,55,0,24,1,0,0,30
Washington,904 Wheeler-3,JAIL IMPROVEMENT BONDS,,NON,FOR,14,0,7,0,0,0,7
Washington,920 White River-1,JAIL IMPROVEMENT BONDS,,NON,FOR,66,0,35,1,0,0,30
Washington,930 White River-2,JAIL IMPROVEMENT BONDS,,NON,FOR,35,0,19,0,0,0,16
Washington,931 White River-3,JAIL IMPROVEMENT BONDS,,NON,FOR,26,0,14,0,0,0,12
Washington,932 White River-4,JAIL IMPROVEMENT BONDS,,NON,FOR,1,0,1,0,0,0,0
Washington,933 White River-5,JAIL IMPROVEMENT BONDS,,NON,FOR,21,0,12,0,0,0,9
Washington,940 Winslow Twp,JAIL IMPROVEMENT BONDS,,NON,FOR,108,0,29,2,0,0,77
Washington,950 Winslow City,JAIL IMPROVEMENT BONDS,,NON,FOR,39,0,8,2,0,0,29
Washington,960 Wyman,JAIL IMPROVEMENT BONDS,,NON,FOR,120,0,61,0,0,0,59
Washington,020 Boston,JAIL IMPROVEMENT BONDS,,NON,AGAINST,75,0,9,0,0,0,66
Washington,040 Brush Creek,JAIL IMPROVEMENT BONDS,,NON,AGAINST,546,0,165,9,0,0,372
Washington,060 Cane Hill-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,194,0,58,2,0,0,134
Washington,061 Cane Hill-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,112,0,55,3,0,0,54
Washington,062 Cane Hill-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,080 Center-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,299,0,173,4,0,0,122
Washington,082 Center-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,24,0,14,0,0,0,10
Washington,083 Center-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,084 Center-4,JAIL IMPROVEMENT BONDS,,NON,AGAINST,9,0,4,2,0,0,3
Washington,085 Center-5,JAIL IMPROVEMENT BONDS,,NON,AGAINST,32,0,14,0,0,0,18
Washington,100 Cove Creek-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,162,0,82,3,0,0,77
Washington,101 Cove Creek-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,110 Cove Creek-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,14,0,12,0,0,0,2
Washington,120 Crawford,JAIL IMPROVEMENT BONDS,,NON,AGAINST,187,0,61,0,0,0,126
Washington,140 Durham,JAIL IMPROVEMENT BONDS,,NON,AGAINST,184,0,99,0,0,0,85
Washington,160 Dutch Mills,JAIL IMPROVEMENT BONDS,,NON,AGAINST,60,0,13,0,0,0,47
Washington,180 Elkins-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,578,0,281,4,0,0,293
Washington,181 Elkins-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,81,0,61,0,0,0,20
Washington,200 Elm Springs Twp,JAIL IMPROVEMENT BONDS,,NON,AGAINST,105,0,37,0,0,0,68
Washington,210 Elm Springs City-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,282,0,116,4,0,0,162
Washington,211 Elm Springs City-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,238,0,92,0,0,0,146
Washington,220 Farmington-1,JAIL IMPROVEMENT BONDS,,NON,AGAINST,344,0,182,5,0,0,157
Washington,221 Farmington-5,JAIL IMPROVEMENT BONDS,,NON,AGAINST,18,0,7,1,0,0,10
Washington,222 Farmington-2,JAIL IMPROVEMENT BONDS,,NON,AGAINST,589,0,294,11,0,0,284
Washington,223 Farmington-3,JAIL IMPROVEMENT BONDS,,NON,AGAINST,323,0,160,4,0,0,159
Washington,224 Farmington-4,JAIL IMPROVEMENT BONDS,,NON,AGAINST,189,0,86,3,0,0,100
Washington,225 Farmington-6,JAIL IMPROVEMENT BONDS,,NON,AGAINST,55,0,30,0,0,0,25
Washington,240 Fay 01,JAIL IMPROVEMENT BONDS,,NON,AGAINST,175,0,80,0,0,0,95
Washington,241 Fay 49,JAIL IMPROVEMENT BONDS,,NON,AGAINST,160,0,86,1,0,0,73
Washington,242 Fay 50,JAIL IMPROVEMENT BONDS,,NON,AGAINST,175,0,110,1,0,0,64
Washington,243 Fay 51,JAIL IMPROVEMENT BONDS,,NON,AGAINST,9,0,3,0,0,0,6
Washington,244 Fay 52,JAIL IMPROVEMENT BONDS,,NON,AGAINST,1,0,1,0,0,0,0
Washington,245 Fay 53,JAIL IMPROVEMENT BONDS,,NON,AGAINST,37,0,28,1,0,0,8
Washington,246 Fay 54,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,247 Fay 55,JAIL IMPROVEMENT BONDS,,NON,AGAINST,31,0,15,1,0,0,15
Washington,248 Fay 56,JAIL IMPROVEMENT BONDS,,NON,AGAINST,321,0,202,4,0,0,115
Washington,249 Fay 57,JAIL IMPROVEMENT BONDS,,NON,AGAINST,3,0,2,1,0,0,0
Washington,250 Fay 02,JAIL IMPROVEMENT BONDS,,NON,AGAINST,148,0,80,7,0,0,61
Washington,251 Fay 58,JAIL IMPROVEMENT BONDS,,NON,AGAINST,201,0,108,2,0,0,91
Washington,252 Fay 59,JAIL IMPROVEMENT BONDS,,NON,AGAINST,115,0,65,2,0,0,48
Washington,253 Fay 60,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,254 Fay 61,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,255 Fay 62,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,256 Fay 63,JAIL IMPROVEMENT BONDS,,NON,AGAINST,20,0,10,2,0,0,8
Washington,257 Fay 64,JAIL IMPROVEMENT BONDS,,NON,AGAINST,14,0,7,0,0,0,7
Washington,258 Fay 65,JAIL IMPROVEMENT BONDS,,NON,AGAINST,0,0,0,0,0,0,0
Washington,259 Fay 66,JAIL IMPROVEMENT BONDS,,NON,AGAINST,2,0,1,0,0,0,1
Washington,260 Fay 03,JAIL IMPROVEMENT BONDS,,NON,AGAINST,509,0,214,4,0,0,291
Washington,270 Fay 04,JAIL IMPROVEMENT BONDS,,NON,AGAINST,206,0,88,1,0,0,117
Washington,280 Fay 05,JAIL IMPROVEMENT BONDS,,NON,AGAINST,457,0,253,18,0,0,186
Washington,290 Fay 06,JAIL IMPROVEMENT BONDS,,NON,AGAINST,766,0,369,13,0,0,384
Washington,300 Fay 07,JAIL IMPROVEMENT BONDS,,NON,AGAINST,417,0,280,8,0,0,129
Washington,310 Fay 08,JAIL IMPROVEMENT BONDS,,NON,AGAINST,689,0,397,8,0,0,284
Washington,320 Fay 09a,JAIL IMPROVEMENT BONDS,,NON,AGAINST,191,0,104,1,0,0,86
Washington,321 Fay 09b,JAIL IMPROVEMENT BONDS,,NON,AGAINST,407,0,209,9,0,0,189
Washington,330 Fay 10,JAIL IMPROVEMENT BONDS,,NON,AGAINST,247,0,138,7,0,0,102
Washington,331 Fay 11,JAIL IMPROVEMENT BONDS,,NON,AGAINST,566,0,275,7,0,0,284
Washington,332 Fay 12,JAIL IMPROVEMENT BONDS,,NON,AGAINST,649,0,400,14,0,0,235
Washington,333 Fay 13,JAIL IMPROVEMENT BONDS,,NON,AGAINST,337,0,143,1,0,0,193
Washington,334 Fay 14,JAIL IMPROVEMENT BONDS,,NON,AGAINST,136,0,67,3,0,0,66
Washington,335 Fay 15,JAIL IMPROVEMENT BONDS,,NON,AGAINST,144,0,60,3,0,0,81
Washington,336 Fay 16,JAIL IMPROVEMENT BONDS,,NON,AGAINST,46,0,29,3,0,0,14
Washington,337 Fay 17,JAIL IMPROVEMENT BONDS,,NON,AGAINST,557,0,304,8,0,0,245
Washington,338 Fay 18,JAIL IMPROVEMENT BONDS,,NON,AGAINST,251,0,116,3,0,0,132
Washington,339 Fay 19,JAIL IMPROVEMENT BONDS,,NON,AGAINST,722,0,419,9,0,0,294
Washington,340 Fay 20,JAIL IMPROVEMENT BONDS,,NON,AGAINST,617,0,327,3,0,0,287
Washington,341 Fay 21,JAIL IMPROVEMENT BONDS,,NON,AGAINST,108,0,62,0,0,0,46
Washington,342 Fay 22,JAIL IMPROVEMENT BONDS,,NON,AGAINST,518,0,291,8,0,0,219
Washington,343 Fay 23,JAIL IMPROVEMENT BONDS,,NON,AGAINST,419,0,212,8,0,0,199
Washington,344 Fay 24,JAIL IMPROVEMENT BONDS,,NON,AGAINST,140,0,78,0,0,0,62
Washington,345 Fay 25,JAIL IMPROVEMENT BONDS,,NON,AGAINST,395,0,254,9,0,0,132
Washington,346 Fay 26,JAIL IMPROVEMENT BONDS,,NON,AGAINST,422,0,224,6,0,0,192
Washington,347 Fay 27,JAIL IMPROVEMENT BONDS,,NON,AGAINST,375,0,216,4,0,0,155
Washington,348 Fay 28,JAIL IMPROVEMENT BONDS,,NON,AGAINST,467,0,255,9,0,0,203
Washington,349 Fay 29,JAIL IMPROVEMENT BONDS,,NON,AGAINST,358,0,213,6,0,0,139
Washington,350 Fay 30,JAIL IMPROVEMENT BONDS,,NON,AGAINST,440,0,232,16,0,0,192
Washington,351 Fay 31,JAIL IMPROVEMENT BONDS,,NON,AGAINST,409,0,225,5,0,0,179
Washington,352 Fay 32,JAIL IMPROVEMENT BONDS,,NON,AGAINST,414,0,246,10,0,0,158
Washington,353 Fay 33,JAIL IMPROVEMENT BONDS,,NON,AGAINST,86,0,40,0,0,0,46
Washington,354 Fay 34,JAIL IMPROVEMENT BONDS,,NON,AGAINST,232,0,88,4,0,0,140
Washington,355 Fay 35,JAIL IMPROVEMENT BONDS,,NON,AGAINST,248,0,134,26,0,0,88
Washington,356 Fay 36,JAIL IMPROVEMENT BONDS,,NON,AGAINST,211,0,111,4,0,0,96
Washington,357 Fay 37,JAIL IMPROVEMENT BONDS,,NON,AGAINST,51,0,21,0,0,0,30
Washington,358 Fay 38,JAIL IMPROVEMENT BONDS,,NON,AGAINST,129,0,71,0,0,0,58
Washington,359 Fay 39,JAIL IMPROVEMENT BONDS,,NON,AGAINST,121,0,67,3,0,0,51
Washington,360 Fay 40,JAIL IMPROVEMENT BONDS,,NON,AGAINST,725,0,352,10,0,0,363
Washington,361 Fay 41,JAIL IMPROVEMENT BONDS,,NON,AGAINST,66,0,36,2,0,0,28
