county,precinct,office,district,party,candidate,votes,absentee,early_vote_north,election_day,early_vote_south,provisional
Arkansas,STUTTGART WARD 3,U.S. President,,REP,Donald J. Trump,164,0,67,97,0,0
Arkansas,MCFALL,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,CROCKETT,U.S. President,,REP,Bill Weld,1,0,0,0,1,0
Arkansas,KEATON,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,MILL BAYOU,U.S. President,,REP,Bill Weld,1,0,0,1,0,0
Arkansas,ALMYRA,U.S. President,,REP,Bill Weld,1,0,0,1,0,0
Arkansas,PRAIRIE,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,LAGRUE,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,ST. CHARLES,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,CHESTER,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,ARKANSAS,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,STANLEY,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,GILLETT WARD 2,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,GILLETT WARD 3,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,PT DELUCE,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,BAYOU METO,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,MORRIS,U.S. President,,REP,Bill Weld,1,0,0,1,0,0
Arkansas,GUM POND,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,BARTON,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,HENTON,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,BREWER,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,GARLAND,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 3,U.S. President,,REP,Bill Weld,1,0,0,1,0,0
Arkansas,DEWITT WARD 1,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,DEWITT WARD 2,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,DEWITT WARD 3,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,STUTTGART WARD 1,U.S. President,,REP,Bill Weld,0,0,0,0,0,0
Arkansas,STUTTGART WARD 2,U.S. President,,REP,Bill Weld,1,0,1,0,0,0
Arkansas,STUTTGART WARD 3,U.S. President,,REP,Bill Weld,1,0,0,1,0,0
Arkansas,MCFALL,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,CROCKETT,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,KEATON,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,MILL BAYOU,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,ALMYRA,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,PRAIRIE,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,LAGRUE,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,ST. CHARLES,U.S. President,,REP,Roque 'Rocky' De La Fuente,1,0,0,1,0,0
Arkansas,CHESTER,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,ARKANSAS,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,STANLEY,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,GILLETT WARD 2,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,GILLETT WARD 3,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,PT DELUCE,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,BAYOU METO,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,MORRIS,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,GUM POND,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,BARTON,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,HENTON,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,BREWER,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,GARLAND,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 3,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,DEWITT WARD 1,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,DEWITT WARD 2,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,DEWITT WARD 3,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,STUTTGART WARD 1,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,2,0,0,0
Arkansas,STUTTGART WARD 2,U.S. President,,REP,Roque 'Rocky' De La Fuente,2,0,0,2,0,0
Arkansas,STUTTGART WARD 3,U.S. President,,REP,Roque 'Rocky' De La Fuente,0,0,0,0,0,0
Arkansas,STUTTGART WARD 2,Justice of the Peace Dst 8,,REP,Brandee Weaver,22,0,6,16,0,0
Arkansas,STUTTGART WARD 3,Justice of the Peace Dst 8,,REP,Brandee Weaver,35,0,12,23,0,0
Arkansas,STUTTGART WARD 2,Justice of the Peace Dst 8,,REP,Cody Keaton,23,1,13,9,0,0
Arkansas,STUTTGART WARD 3,Justice of the Peace Dst 8,,REP,Cody Keaton,24,0,9,15,0,0
Arkansas,MCFALL,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,7,0,3,3,1,0
Arkansas,CROCKETT,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,5,0,0,2,3,0
Arkansas,KEATON,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,53,0,19,22,12,0
Arkansas,MILL BAYOU,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,16,0,2,14,0,0
Arkansas,ALMYRA,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,20,0,1,19,0,0
Arkansas,PRAIRIE,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,34,0,0,22,12,0
Arkansas,LAGRUE,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,91,0,0,57,34,0
Arkansas,ST. CHARLES,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,23,0,0,22,1,0
Arkansas,CHESTER,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,17,0,0,9,8,0
Arkansas,ARKANSAS,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,13,0,0,8,5,0
Arkansas,STANLEY,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,4,0,0,4,0,0
Arkansas,GILLETT WARD 1,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,22,1,0,20,1,0
Arkansas,GILLETT WARD 2,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,38,0,0,30,8,0
Arkansas,GILLETT WARD 3,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,19,0,0,18,1,0
Arkansas,PT DELUCE,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,19,2,0,9,8,0
Arkansas,BAYOU METO,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,16,0,0,8,8,0
Arkansas,MORRIS,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,16,0,4,12,0,0
Arkansas,GUM POND,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,17,0,11,6,0,0
Arkansas,BARTON,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,10,0,4,6,0,0
Arkansas,HENTON,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,14,0,2,11,1,0
Arkansas,BREWER,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,0,0,0,0,0,0
Arkansas,GARLAND,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,13,1,3,6,3,0
Arkansas,HUMPHREY WARD 1,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,9,0,0,9,0,0
Arkansas,HUMPHREY WARD 3,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,5,0,0,5,0,0
Arkansas,DEWITT WARD 1,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,38,0,0,22,16,0
Arkansas,DEWITT WARD 2,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,44,1,1,18,23,1
Arkansas,DEWITT WARD 3,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,82,0,0,46,36,0
Arkansas,STUTTGART WARD 1,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,140,1,79,60,0,0
Arkansas,STUTTGART WARD 2,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,161,1,67,91,2,0
Arkansas,STUTTGART WARD 3,State Supreme Court Associate Justice, Position 4,,Barbara Womack Webb,173,1,77,95,0,0
Arkansas,MCFALL,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,1,0,1,0,0,0
Arkansas,CROCKETT,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,9,0,0,5,4,0
Arkansas,KEATON,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,37,0,12,15,10,0
Arkansas,MILL BAYOU,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,10,0,0,10,0,0
Arkansas,ALMYRA,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,10,0,1,9,0,0
Arkansas,PRAIRIE,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,32,0,0,16,16,0
Arkansas,LAGRUE,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,66,0,0,35,31,0
Arkansas,ST. CHARLES,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,16,1,0,14,1,0
Arkansas,CHESTER,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,7,0,0,6,1,0
Arkansas,ARKANSAS,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,6,1,0,2,3,0
Arkansas,STANLEY,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,3,0,0,3,0,0
Arkansas,GILLETT WARD 1,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,11,0,0,10,1,0
Arkansas,GILLETT WARD 2,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,16,1,0,11,4,0
Arkansas,GILLETT WARD 3,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,12,0,0,8,4,0
Arkansas,PT DELUCE,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,11,0,0,4,7,0
Arkansas,BAYOU METO,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,7,0,2,4,1,0
Arkansas,MORRIS,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,16,0,4,12,0,0
Arkansas,GUM POND,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,16,0,8,8,0,0
Arkansas,BARTON,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,11,0,3,7,1,0
Arkansas,HENTON,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,11,0,4,7,0,0
Arkansas,BREWER,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,4,0,0,4,0,0
Arkansas,GARLAND,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,12,0,2,6,4,0
Arkansas,HUMPHREY WARD 1,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,8,0,0,7,1,0
Arkansas,HUMPHREY WARD 3,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,3,0,1,2,0,0
Arkansas,DEWITT WARD 1,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,18,0,0,11,7,0
Arkansas,DEWITT WARD 2,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,43,0,3,24,16,0
Arkansas,DEWITT WARD 3,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,59,0,1,30,28,0
Arkansas,STUTTGART WARD 1,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,49,0,18,31,0,0
Arkansas,STUTTGART WARD 2,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,133,1,51,80,1,0
Arkansas,STUTTGART WARD 3,State Supreme Court Associate Justice, Position 4,,Judge Morgan 'Chip' Welch,157,0,70,87,0,0
