county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,provisional,hand_count
Scott,HICKMAN RURAL EAST,Attorney General - REP,,REP,Patricia Nation,24,10,2,12,0,0
Scott,HICKMAN RURAL EAST,Auditor of State - REP,,REP,Ken Yang,23,9,2,12,0,0
Scott,HICKMAN RURAL EAST,Auditor of State - REP,,REP,Representative Andrea Lea,85,59,26,0,0,0
Scott,HICKMAN RURAL EAST,DEM UNOPPOSED,,DEM,FOR,61,44,16,1,0,0
Scott,HICKMAN RURAL EAST,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",13,9,4,0,0,0
Scott,HICKMAN RURAL EAST,Governor - DEM,,DEM,Mike Ross,62,44,16,2,0,0
Scott,HICKMAN RURAL EAST,Governor - REP,,REP,Asa Hutchinson,104,67,25,12,0,0
Scott,HICKMAN RURAL EAST,Governor - REP,,REP,Curtis Coleman,21,15,6,0,0,0
Scott,HICKMAN RURAL EAST,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,64,43,21,0,0,0
Scott,HICKMAN RURAL EAST,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,33,19,2,12,0,0
Scott,HICKMAN RURAL EAST,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,22,16,6,0,0,0
Scott,HICKMAN RURAL EAST,REP UNOPPOSED,,REP,FOR,97,58,27,12,0,0
Scott,HICKMAN RURAL EAST,SC Circuit Clerk,,DEM,SANDY STAGGS,64,46,17,1,0,0
Scott,HICKMAN RURAL EAST,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,10,9,1,0,0,0
Scott,HICKMAN RURAL EAST,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,9,5,4,0,0,0
Scott,HICKMAN RURAL EAST,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,18,15,3,0,0,0
Scott,HICKMAN RURAL EAST,SC SHERIFF & COLLECTOR,,DEM,ROBERT SLATER,3,2,1,0,0,0
Scott,HICKMAN RURAL EAST,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,37,25,10,2,0,0
Scott,HICKMAN RURAL EAST,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,37,27,10,0,0,0
Scott,HICKMAN RURAL EAST,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,68,39,17,12,0,0
Scott,HICKMAN RURAL EAST,State Senate District 9 - REP,,REP,Representative Terry Rice,105,70,29,6,0,0
Scott,HICKMAN RURAL EAST,State Senate District 9 - REP,,REP,Senator Bruce Holland,22,14,2,6,0,0
Scott,HICKMAN RURAL EAST,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,52,33,13,6,0,0
Scott,HICKMAN RURAL EAST,State Treasurer - REP,,REP,Representative Duncan Baird,56,36,14,6,0,0
Scott,HICKMAN RURAL EAST,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,64,40,17,7,0,0
Scott,HICKMAN RURAL EAST,U.S. Congress District 4 - REP,,REP,Tommy Moll,48,32,11,5,0,0
Scott,HICKMAN RURAL WEST,Attorney General - REP,,REP,David Sterling,36,25,11,0,0,0
Scott,HICKMAN RURAL WEST,Attorney General - REP,,REP,Leslie Rutledge,10,6,4,0,0,0
Scott,HICKMAN RURAL WEST,Attorney General - REP,,REP,Patricia Nation,10,4,4,2,0,0
Scott,HICKMAN RURAL WEST,Auditor of State - REP,,REP,Ken Yang,19,14,3,2,0,0
Scott,HICKMAN RURAL WEST,Auditor of State - REP,,REP,Representative Andrea Lea,34,20,13,1,0,0
Scott,HICKMAN RURAL WEST,DEM UNOPPOSED,,DEM,FOR,27,16,10,1,0,0
Scott,HICKMAN RURAL WEST,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",5,2,2,1,0,0
Scott,HICKMAN RURAL WEST,Governor - DEM,,DEM,Mike Ross,30,18,11,1,0,0
Scott,HICKMAN RURAL WEST,Governor - REP,,REP,Asa Hutchinson,55,36,17,2,0,0
Scott,HICKMAN RURAL WEST,Governor - REP,,REP,Curtis Coleman,8,4,3,1,0,0
Scott,HICKMAN RURAL WEST,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,32,20,11,1,0,0
Scott,HICKMAN RURAL WEST,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,12,7,3,2,0,0
Scott,HICKMAN RURAL WEST,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,11,8,3,0,0,0
Scott,HICKMAN RURAL WEST,REP UNOPPOSED,,REP,FOR,40,25,12,3,0,0
Scott,HICKMAN RURAL WEST,SC Circuit Clerk,,DEM,SANDY STAGGS,28,16,10,2,0,0
Scott,HICKMAN RURAL WEST,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,7,6,1,0,0,0
Scott,HICKMAN RURAL WEST,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,3,3,0,0,0,0
Scott,HICKMAN RURAL WEST,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,6,5,1,0,0,0
Scott,HICKMAN RURAL WEST,SC SHERIFF & COLLECTOR,,DEM,ROBERT SLATER,1,1,0,0,0,0
Scott,HICKMAN RURAL WEST,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,20,7,11,2,0,0
Scott,HICKMAN RURAL WEST,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,13,10,3,0,0,0
Scott,HICKMAN RURAL WEST,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,37,22,12,3,0,0
Scott,HICKMAN RURAL WEST,State Senate District 9 - REP,,REP,Representative Terry Rice,63,40,20,3,0,0
Scott,HICKMAN RURAL WEST,State Senate District 9 - REP,,REP,Senator Bruce Holland,5,4,1,0,0,0
Scott,HICKMAN RURAL WEST,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,23,13,8,2,0,0
Scott,HICKMAN RURAL WEST,State Treasurer - REP,,REP,Representative Duncan Baird,32,23,8,1,0,0
Scott,HICKMAN RURAL WEST,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,34,21,12,1,0,0
Scott,HICKMAN RURAL WEST,U.S. Congress District 4 - REP,,REP,Tommy Moll,25,16,7,2,0,0
Scott,HICKMAN WARD 1,Attorney General - REP,,REP,David Sterling,57,26,27,4,0,0
Scott,HICKMAN WARD 1,Attorney General - REP,,REP,Leslie Rutledge,34,21,13,0,0,0
Scott,HICKMAN WARD 1,Attorney General - REP,,REP,Patricia Nation,17,10,3,4,0,0
Scott,HICKMAN WARD 1,Auditor of State - REP,,REP,Ken Yang,21,7,9,5,0,0
Scott,HICKMAN WARD 1,Auditor of State - REP,,REP,Representative Andrea Lea,79,45,31,3,0,0
Scott,HICKMAN WARD 1,DEM UNOPPOSED,,DEM,FOR,47,21,25,1,0,0
Scott,HICKMAN WARD 1,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",10,7,3,0,0,0
Scott,HICKMAN WARD 1,Governor - DEM,,DEM,Mike Ross,45,19,26,0,0,0
Scott,HICKMAN WARD 1,Governor - REP,,REP,Asa Hutchinson,102,59,35,8,0,0
Scott,HICKMAN WARD 1,Governor - REP,,REP,Curtis Coleman,13,4,9,0,0,0
Scott,HICKMAN WARD 1,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,64,40,21,3,0,0
Scott,HICKMAN WARD 1,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,35,16,14,5,0,0
Scott,HICKMAN WARD 1,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,12,3,9,0,0,0
Scott,HICKMAN WARD 1,REP UNOPPOSED,,REP,FOR,81,43,31,7,0,0
Scott,HICKMAN WARD 1,SC Circuit Clerk,,DEM,SANDY STAGGS,40,15,25,0,0,0
Scott,HICKMAN WARD 1,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,7,4,3,0,0,0
Scott,HICKMAN WARD 1,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,17,10,7,0,0,0
Scott,HICKMAN WARD 1,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,11,4,7,0,0,0
Scott,HICKMAN WARD 1,SC SHERIFF & COLLECTOR,,DEM,ROBERT SLATER,1,1,0,0,0,0
Scott,HICKMAN WARD 1,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,22,9,13,0,0,0
Scott,HICKMAN WARD 1,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,26,10,16,0,0,0
Scott,HICKMAN WARD 1,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,74,44,23,7,0,0
Scott,HICKMAN WARD 1,State Senate District 9 - REP,,REP,Representative Terry Rice,110,59,43,8,0,0
Scott,HICKMAN WARD 1,State Senate District 9 - REP,,REP,Senator Bruce Holland,8,4,4,0,0,0
Scott,HICKMAN WARD 1,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,49,24,18,7,0,0
Scott,HICKMAN WARD 1,State Treasurer - REP,,REP,Representative Duncan Baird,55,32,22,1,0,0
Scott,HICKMAN WARD 1,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,59,31,23,5,0,0
Scott,HICKMAN WARD 1,U.S. Congress District 4 - REP,,REP,Tommy Moll,51,28,20,3,0,0
Scott,HICKMAN WARD 2,Attorney General - REP,,REP,David Sterling,47,27,18,2,0,0
Scott,HICKMAN WARD 2,Attorney General - REP,,REP,Leslie Rutledge,13,9,4,0,0,0
Scott,HICKMAN WARD 2,Attorney General - REP,,REP,Patricia Nation,15,7,7,1,0,0
Scott,HICKMAN WARD 2,Auditor of State - REP,,REP,Ken Yang,16,7,8,1,0,0
Scott,HICKMAN WARD 2,Auditor of State - REP,,REP,Representative Andrea Lea,54,31,21,2,0,0
Scott,HICKMAN WARD 2,DEM UNOPPOSED,,DEM,FOR,53,30,22,1,0,0
Scott,HICKMAN WARD 2,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",7,5,2,0,0,0
Scott,HICKMAN WARD 2,Governor - DEM,,DEM,Mike Ross,63,32,30,1,0,0
Scott,HICKMAN WARD 2,Governor - REP,,REP,Asa Hutchinson,69,39,27,3,0,0
Scott,HICKMAN WARD 2,Governor - REP,,REP,Curtis Coleman,13,11,2,0,0,0
Scott,HICKMAN WARD 2,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,47,24,21,2,0,0
Scott,HICKMAN WARD 2,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,14,8,5,1,0,0
Scott,HICKMAN WARD 2,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,15,13,2,0,0,0
Scott,HICKMAN WARD 2,REP UNOPPOSED,,REP,FOR,68,44,21,3,0,0
Scott,HICKMAN WARD 2,SC Circuit Clerk,,DEM,SANDY STAGGS,56,28,27,1,0,0
Scott,HICKMAN WARD 2,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,17,12,5,0,0,0
Scott,HICKMAN WARD 2,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,10,3,6,1,0,0
Scott,HICKMAN WARD 2,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,5,4,1,0,0,0
Scott,HICKMAN WARD 2,SC SHERIFF & COLLECTOR,,DEM,ROBERT SLATER,5,2,3,0,0,0
Scott,HICKMAN WARD 2,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,37,18,19,0,0,0
Scott,HICKMAN WARD 2,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,29,16,11,2,0,0
Scott,HICKMAN WARD 2,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,36,22,13,1,0,0
Scott,HICKMAN WARD 2,State Senate District 9 - REP,,REP,Representative Terry Rice,75,47,25,3,0,0
Scott,HICKMAN WARD 2,State Senate District 9 - REP,,REP,Senator Bruce Holland,9,5,4,0,0,0
Scott,HICKMAN WARD 2,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,35,15,19,1,0,0
Scott,HICKMAN WARD 2,State Treasurer - REP,,REP,Representative Duncan Baird,36,24,10,2,0,0
Scott,HICKMAN WARD 2,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,36,23,12,1,0,0
Scott,HICKMAN WARD 2,U.S. Congress District 4 - REP,,REP,Tommy Moll,41,22,17,2,0,0
Scott,HICKMAN WARD 3,Attorney General - REP,,REP,David Sterling,57,21,33,3,0,0
Scott,HICKMAN WARD 3,Attorney General - REP,,REP,Leslie Rutledge,17,11,6,0,0,0
Scott,HICKMAN WARD 3,Attorney General - REP,,REP,Patricia Nation,20,13,7,0,0,0
Scott,HICKMAN WARD 3,Auditor of State - REP,,REP,Ken Yang,15,5,9,1,0,0
Scott,HICKMAN WARD 3,Auditor of State - REP,,REP,Representative Andrea Lea,76,38,36,2,0,0
Scott,HICKMAN WARD 3,DEM UNOPPOSED,,DEM,FOR,67,32,31,4,0,0
Scott,HICKMAN WARD 3,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",8,3,5,0,0,0
Scott,HICKMAN WARD 3,Governor - DEM,,DEM,Mike Ross,78,37,36,5,0,0
Scott,HICKMAN WARD 3,Governor - REP,,REP,Asa Hutchinson,91,43,44,4,0,0
Scott,HICKMAN WARD 3,Governor - REP,,REP,Curtis Coleman,9,5,4,0,0,0
Scott,HICKMAN WARD 3,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,41,20,21,0,0,0
Scott,HICKMAN WARD 3,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,25,13,10,2,0,0
Scott,HICKMAN WARD 3,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,31,14,16,1,0,0
Scott,HICKMAN WARD 3,REP UNOPPOSED,,REP,FOR,78,38,37,3,0,0
Scott,HICKMAN WARD 3,SC Circuit Clerk,,DEM,SANDY STAGGS,72,34,34,4,0,0
Scott,HICKMAN WARD 3,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,21,13,7,1,0,0
Scott,HICKMAN WARD 3,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,11,7,3,1,0,0
Scott,HICKMAN WARD 3,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,7,1,6,0,0,0
Scott,HICKMAN WARD 3,SC SHERIFF & COLLECTOR,,DEM,ROBERT SLATER,4,2,2,0,0,0
Scott,HICKMAN WARD 3,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,46,18,25,3,0,0
Scott,HICKMAN WARD 3,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,26,11,15,0,0,0
Scott,HICKMAN WARD 3,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,63,31,30,2,0,0
Scott,HICKMAN WARD 3,State Senate District 9 - REP,,REP,Representative Terry Rice,94,42,48,4,0,0
Scott,HICKMAN WARD 3,State Senate District 9 - REP,,REP,Senator Bruce Holland,8,6,2,0,0,0
Scott,HICKMAN WARD 3,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,48,23,24,1,0,0
Scott,HICKMAN WARD 3,State Treasurer - REP,,REP,Representative Duncan Baird,40,18,20,2,0,0
Scott,HICKMAN WARD 3,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,58,21,35,2,0,0
Scott,HICKMAN WARD 3,U.S. Congress District 4 - REP,,REP,Tommy Moll,37,24,12,1,0,0
Scott,HON,Attorney General - REP,,REP,David Sterling,27,17,8,2,0,0
Scott,HON,Attorney General - REP,,REP,Leslie Rutledge,7,6,1,0,0,0
Scott,HON,Attorney General - REP,,REP,Patricia Nation,8,6,2,0,0,0
Scott,HON,Auditor of State - REP,,REP,Ken Yang,2,1,1,0,0,0
Scott,HON,Auditor of State - REP,,REP,Representative Andrea Lea,39,28,10,1,0,0
Scott,HON,DEM UNOPPOSED,,DEM,FOR,19,16,3,0,0,0
Scott,HON,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",7,6,1,0,0,0
Scott,HON,Governor - DEM,,DEM,Mike Ross,16,14,2,0,0,0
Scott,HON,Governor - REP,,REP,Asa Hutchinson,43,30,11,2,0,0
Scott,HON,Governor - REP,,REP,Curtis Coleman,2,2,0,0,0,0
Scott,HON,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,18,13,5,0,0,0
Scott,HON,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,13,12,1,0,0,0
Scott,HON,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,11,4,5,2,0,0
Scott,HON,REP UNOPPOSED,,REP,FOR,32,24,8,0,0,0
Scott,HON,SC Circuit Clerk,,DEM,SANDY STAGGS,20,17,3,0,0,0
Scott,HON,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,5,4,1,0,0,0
Scott,HON,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,4,4,0,0,0,0
Scott,HON,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,2,2,0,0,0,0
Scott,HON,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,12,10,2,0,0,0
Scott,HON,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,14,11,3,0,0,0
Scott,HON,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,25,19,6,0,0,0
Scott,HON,State Senate District 9 - REP,,REP,Representative Terry Rice,38,29,9,0,0,0
Scott,HON,State Senate District 9 - REP,,REP,Senator Bruce Holland,7,4,2,1,0,0
Scott,HON,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,17,10,5,2,0,0
Scott,HON,State Treasurer - REP,,REP,Representative Duncan Baird,24,19,5,0,0,0
Scott,HON,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,20,15,5,0,0,0
Scott,HON,U.S. Congress District 4 - REP,,REP,Tommy Moll,24,16,6,2,0,0
Scott,HUNT,Attorney General - REP,,REP,David Sterling,10,9,1,0,0,0
Scott,HUNT,Attorney General - REP,,REP,Leslie Rutledge,8,8,0,0,0,0
Scott,HUNT,Attorney General - REP,,REP,Patricia Nation,2,2,0,0,0,0
Scott,HUNT,Auditor of State - REP,,REP,Ken Yang,4,4,0,0,0,0
Scott,HUNT,Auditor of State - REP,,REP,Representative Andrea Lea,17,16,1,0,0,0
Scott,HUNT,DEM UNOPPOSED,,DEM,FOR,14,13,1,0,0,0
Scott,HUNT,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",4,3,1,0,0,0
Scott,HUNT,Governor - DEM,,DEM,Mike Ross,20,18,2,0,0,0
Scott,HUNT,Governor - REP,,REP,Asa Hutchinson,20,19,1,0,0,0
Scott,HUNT,Governor - REP,,REP,Curtis Coleman,1,1,0,0,0,0
Scott,HUNT,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,10,9,1,0,0,0
Scott,HUNT,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,9,9,0,0,0,0
Scott,HUNT,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,2,2,0,0,0,0
Scott,HUNT,REP UNOPPOSED,,REP,FOR,17,17,0,0,0,0
Scott,HUNT,SC Circuit Clerk,,DEM,SANDY STAGGS,23,20,3,0,0,0
Scott,HUNT,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,3,3,0,0,0,0
Scott,HUNT,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,4,2,2,0,0,0
Scott,HUNT,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,18,17,1,0,0,0
Scott,HUNT,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,4,3,1,0,0,0
Scott,HUNT,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,14,14,0,0,0,0
Scott,HUNT,State Senate District 9 - REP,,REP,Representative Terry Rice,18,17,1,0,0,0
Scott,HUNT,State Senate District 9 - REP,,REP,Senator Bruce Holland,2,2,0,0,0,0
Scott,HUNT,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,13,13,0,0,0,0
Scott,HUNT,State Treasurer - REP,,REP,Representative Duncan Baird,8,7,1,0,0,0
Scott,HUNT,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,13,12,1,0,0,0
Scott,HUNT,U.S. Congress District 4 - REP,,REP,Tommy Moll,8,8,0,0,0,0
Scott,JAMES,Attorney General - REP,,REP,David Sterling,8,6,2,0,0,0
Scott,JAMES,Attorney General - REP,,REP,Leslie Rutledge,4,4,0,0,0,0
Scott,JAMES,Attorney General - REP,,REP,Patricia Nation,3,1,0,2,0,0
Scott,JAMES,Auditor of State - REP,,REP,Ken Yang,4,1,1,2,0,0
Scott,JAMES,Auditor of State - REP,,REP,Representative Andrea Lea,11,9,2,0,0,0
Scott,JAMES,DEM UNOPPOSED,,DEM,FOR,11,8,3,0,0,0
Scott,JAMES,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",2,2,0,0,0,0
Scott,JAMES,Governor - DEM,,DEM,Mike Ross,19,15,4,0,0,0
Scott,JAMES,Governor - REP,,REP,Asa Hutchinson,17,13,2,2,0,0
Scott,JAMES,Governor - REP,,REP,Curtis Coleman,1,0,1,0,0,0
Scott,JAMES,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,11,8,3,0,0,0
Scott,JAMES,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,3,1,0,2,0,0
Scott,JAMES,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,1,0,0,0,0
Scott,JAMES,REP UNOPPOSED,,REP,FOR,13,9,2,2,0,0
Scott,JAMES,SC Circuit Clerk,,DEM,SANDY STAGGS,11,8,3,0,0,0
Scott,JAMES,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,2,2,0,0,0,0
Scott,JAMES,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,1,1,0,0,0,0
Scott,JAMES,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,3,3,0,0,0,0
Scott,JAMES,SC SHERIFF & COLLECTOR,,DEM,ROBERT SLATER,10,7,3,0,0,0
Scott,JAMES,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,7,6,1,0,0,0
Scott,JAMES,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,3,3,0,0,0,0
Scott,JAMES,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,12,9,1,2,0,0
Scott,JAMES,State Senate District 9 - REP,,REP,Representative Terry Rice,17,12,3,2,0,0
Scott,JAMES,State Senate District 9 - REP,,REP,Senator Bruce Holland,1,1,0,0,0,0
Scott,JAMES,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,9,6,1,2,0,0
Scott,JAMES,State Treasurer - REP,,REP,Representative Duncan Baird,7,5,2,0,0,0
Scott,JAMES,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,5,4,0,1,0,0
Scott,JAMES,U.S. Congress District 4 - REP,,REP,Tommy Moll,11,7,3,1,0,0
Scott,JONES/LITTLE TEXAS,Attorney General - REP,,REP,David Sterling,8,7,0,1,0,0
Scott,JONES/LITTLE TEXAS,Attorney General - REP,,REP,Leslie Rutledge,6,6,0,0,0,0
Scott,JONES/LITTLE TEXAS,Attorney General - REP,,REP,Patricia Nation,3,2,0,1,0,0
Scott,JONES/LITTLE TEXAS,Auditor of State - REP,,REP,Ken Yang,1,1,0,0,0,0
Scott,JONES/LITTLE TEXAS,Auditor of State - REP,,REP,Representative Andrea Lea,15,13,0,2,0,0
Scott,JONES/LITTLE TEXAS,DEM UNOPPOSED,,DEM,FOR,8,7,1,0,0,0
Scott,JONES/LITTLE TEXAS,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",2,1,1,0,0,0
Scott,JONES/LITTLE TEXAS,Governor - DEM,,DEM,Mike Ross,14,14,0,0,0,0
Scott,JONES/LITTLE TEXAS,Governor - REP,,REP,Asa Hutchinson,13,12,0,1,0,0
Scott,JONES/LITTLE TEXAS,Governor - REP,,REP,Curtis Coleman,4,3,0,1,0,0
Scott,JONES/LITTLE TEXAS,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,12,12,0,0,0,0
Scott,JONES/LITTLE TEXAS,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,3,2,0,1,0,0
Scott,JONES/LITTLE TEXAS,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,2,1,0,1,0,0
Scott,JONES/LITTLE TEXAS,REP UNOPPOSED,,REP,FOR,9,9,0,0,0,0
Scott,JONES/LITTLE TEXAS,SC Circuit Clerk,,DEM,SANDY STAGGS,6,6,0,0,0,0
Scott,JONES/LITTLE TEXAS,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,9,9,0,0,0,0
Scott,JONES/LITTLE TEXAS,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,1,0,1,0,0,0
Scott,JONES/LITTLE TEXAS,SC SHERIFF & COLLECTOR,,DEM,ROBERT SLATER,4,4,0,0,0,0
Scott,JONES/LITTLE TEXAS,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,2,2,0,0,0,0
Scott,JONES/LITTLE TEXAS,SC SHERIFF & COLLECTOR,,REP,JIMMY D. YANDELL,9,9,0,0,0,0
Scott,JONES/LITTLE TEXAS,SC SHERIFF & COLLECTOR,,REP,JULIE EVANS,6,4,0,2,0,0
Scott,JONES/LITTLE TEXAS,State Senate District 9 - REP,,REP,Representative Terry Rice,13,11,0,2,0,0
Scott,JONES/LITTLE TEXAS,State Senate District 9 - REP,,REP,Senator Bruce Holland,5,5,0,0,0,0
Scott,JONES/LITTLE TEXAS,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,11,10,0,1,0,0
Scott,JONES/LITTLE TEXAS,State Treasurer - REP,,REP,Representative Duncan Baird,6,5,0,1,0,0
Scott,JONES/LITTLE TEXAS,U.S. Congress District 4 - REP,,REP,Representative Bruce Westerman,7,7,0,0,0,0
Scott,JONES/LITTLE TEXAS,U.S. Congress District 4 - REP,,REP,Tommy Moll,9,7,0,2,0,0
Scott,KEENER,Attorney General - REP,,REP,David Sterling,9,8,1,0,0,0
Scott,KEENER,Attorney General - REP,,REP,Leslie Rutledge,3,2,1,0,0,0
Scott,KEENER,Attorney General - REP,,REP,Patricia Nation,1,1,0,0,0,0
Scott,KEENER,Auditor of State - REP,,REP,Ken Yang,5,4,1,0,0,0
Scott,KEENER,Auditor of State - REP,,REP,Representative Andrea Lea,7,6,1,0,0,0
Scott,KEENER,DEM UNOPPOSED,,DEM,FOR,16,11,5,0,0,0
Scott,KEENER,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",6,5,1,0,0,0
Scott,KEENER,Governor - DEM,,DEM,Mike Ross,14,9,4,1,0,0
Scott,KEENER,Governor - REP,,REP,Asa Hutchinson,12,10,2,0,0,0
Scott,KEENER,Governor - REP,,REP,Curtis Coleman,1,1,0,0,0,0
Scott,KEENER,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,7,7,0,0,0,0
Scott,KEENER,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,4,2,2,0,0,0
Scott,KEENER,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,2,2,0,0,0,0
Scott,KEENER,REP UNOPPOSED,,REP,FOR,8,6,2,0,0,0
Scott,KEENER,SC Circuit Clerk,,DEM,SANDY STAGGS,17,13,4,0,0,0
Scott,KEENER,SC SHERIFF & COLLECTOR,,DEM,CHEYENNE KING,4,0,4,0,0,0
Scott,KEENER,SC SHERIFF & COLLECTOR,,DEM,KENNETH TITSWORTH,2,2,0,0,0,0
Scott,KEENER,SC SHERIFF & COLLECTOR,,DEM,RANDY SHORES,3,2,0,1,0,0
Scott,KEENER,SC SHERIFF & COLLECTOR,,DEM,ROBERT SLATER,1,1,0,0,0,0
Scott,KEENER,SC SHERIFF & COLLECTOR,,DEM,TERRY STAGGS,10,9,1,0,0,0
