county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,provisional,hand_count
Pope,Russellville 1A,Auditor of State - REP,,REP,Ken Yang,4,3,1,0,0,0
Pope,Russellville 1A,Auditor of State - REP,,REP,Representative Andrea Lea,5,0,5,0,0,0
Pope,Russellville 1A,CIRCUIT CLERK,,REP,Diane Willcutt,1,1,0,0,0,0
Pope,Russellville 1A,CIRCUIT CLERK,,REP,Gina Skelton,4,0,4,0,0,0
Pope,Russellville 1A,CIRCUIT CLERK,,REP,Karen Yarbrough,3,1,2,0,0,0
Pope,Russellville 1A,Governor - DEM,,DEM,Mike Ross,7,3,4,0,0,0
Pope,Russellville 1A,Governor - REP,,REP,Asa Hutchinson,9,3,6,0,0,0
Pope,Russellville 1A,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,7,2,5,0,0,0
Pope,Russellville 1A,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,1,1,0,0,0,0
Pope,Russellville 1A,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",2,1,1,0,0,0
Pope,Russellville 1A,SHERIFF,,REP,Shane Jones,6,1,5,0,0,0
Pope,Russellville 1A,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,4,2,2,0,0,0
Pope,Russellville 1A,State Treasurer - REP,,REP,Representative Duncan Baird,3,0,3,0,0,0
Pope,Russellville 1A,UNOPPOSED DEMOCRATS,,DEM,FOR,7,3,4,0,0,0
Pope,Russellville 1A,UNOPPOSED REPUBLICANS,,REP,FOR,8,2,6,0,0,0
Pope,Russellville 1B,Attorney General - REP,,REP,David Sterling,128,50,77,1,0,0
Pope,Russellville 1B,Attorney General - REP,,REP,Leslie Rutledge,202,91,110,1,0,0
Pope,Russellville 1B,Attorney General - REP,,REP,Patricia Nation,52,25,26,1,0,0
Pope,Russellville 1B,Auditor of State - REP,,REP,Ken Yang,76,32,44,0,0,0
Pope,Russellville 1B,Auditor of State - REP,,REP,Representative Andrea Lea,333,143,187,3,0,0
Pope,Russellville 1B,CIRCUIT CLERK,,REP,Diane Willcutt,57,28,28,1,0,0
Pope,Russellville 1B,CIRCUIT CLERK,,REP,Gina Skelton,142,66,76,0,0,0
Pope,Russellville 1B,CIRCUIT CLERK,,REP,Karen Yarbrough,146,56,89,1,0,0
Pope,Russellville 1B,CIRCUIT CLERK,,REP,Larry Pettus,62,24,37,1,0,0
Pope,Russellville 1B,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",10,4,6,0,0,0
Pope,Russellville 1B,Governor - DEM,,DEM,Mike Ross,53,31,18,4,0,0
Pope,Russellville 1B,Governor - REP,,REP,Asa Hutchinson,280,112,166,2,0,0
Pope,Russellville 1B,Governor - REP,,REP,Curtis Coleman,129,62,66,1,0,0
Pope,Russellville 1B,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,306,125,180,1,0,0
Pope,Russellville 1B,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,53,24,28,1,0,0
Pope,Russellville 1B,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,36,18,18,0,0,0
Pope,Russellville 1B,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",144,66,77,1,0,0
Pope,Russellville 1B,SHERIFF,,REP,Shane Jones,256,102,152,2,0,0
Pope,Russellville 1B,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,222,95,125,2,0,0
Pope,Russellville 1B,State Treasurer - REP,,REP,Representative Duncan Baird,138,55,83,0,0,0
Pope,Russellville 1B,UNOPPOSED DEMOCRATS,,DEM,FOR,58,33,23,2,0,0
Pope,Russellville 1B,UNOPPOSED REPUBLICANS,,REP,FOR,360,153,205,2,0,0
Pope,Russellville 1C,Attorney General - REP,,REP,David Sterling,26,10,14,2,0,0
Pope,Russellville 1C,Attorney General - REP,,REP,Leslie Rutledge,21,10,10,1,0,0
Pope,Russellville 1C,Attorney General - REP,,REP,Patricia Nation,8,2,6,0,0,0
Pope,Russellville 1C,Auditor of State - REP,,REP,Ken Yang,19,8,10,1,0,0
Pope,Russellville 1C,Auditor of State - REP,,REP,Representative Andrea Lea,41,17,22,2,0,0
Pope,Russellville 1C,CIRCUIT CLERK,,REP,Diane Willcutt,19,9,9,1,0,0
Pope,Russellville 1C,CIRCUIT CLERK,,REP,Gina Skelton,12,6,6,0,0,0
Pope,Russellville 1C,CIRCUIT CLERK,,REP,Karen Yarbrough,16,4,12,0,0,0
Pope,Russellville 1C,CIRCUIT CLERK,,REP,Larry Pettus,14,7,5,2,0,0
Pope,Russellville 1C,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",1,0,0,1,0,0
Pope,Russellville 1C,Governor - DEM,,DEM,Mike Ross,14,5,8,1,0,0
Pope,Russellville 1C,Governor - REP,,REP,Asa Hutchinson,39,17,19,3,0,0
Pope,Russellville 1C,Governor - REP,,REP,Curtis Coleman,23,9,14,0,0,0
Pope,Russellville 1C,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,43,18,22,3,0,0
Pope,Russellville 1C,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,9,2,7,0,0,0
Pope,Russellville 1C,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,7,4,3,0,0,0
Pope,Russellville 1C,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",20,5,14,1,0,0
Pope,Russellville 1C,SHERIFF,,REP,Shane Jones,41,21,18,2,0,0
Pope,Russellville 1C,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,32,12,18,2,0,0
Pope,Russellville 1C,State Treasurer - REP,,REP,Representative Duncan Baird,23,10,12,1,0,0
Pope,Russellville 1C,UNOPPOSED DEMOCRATS,,DEM,FOR,13,5,6,2,0,0
Pope,Russellville 1C,UNOPPOSED REPUBLICANS,,REP,FOR,58,25,30,3,0,0
Pope,Russellville 2A,Attorney General - REP,,REP,David Sterling,111,37,74,0,0,0
Pope,Russellville 2A,Attorney General - REP,,REP,Leslie Rutledge,123,75,48,0,0,0
Pope,Russellville 2A,Attorney General - REP,,REP,Patricia Nation,35,20,15,0,0,0
Pope,Russellville 2A,Auditor of State - REP,,REP,Ken Yang,72,35,37,0,0,0
Pope,Russellville 2A,Auditor of State - REP,,REP,Representative Andrea Lea,214,104,110,0,0,0
Pope,Russellville 2A,CIRCUIT CLERK,,REP,Diane Willcutt,44,18,26,0,0,0
Pope,Russellville 2A,CIRCUIT CLERK,,REP,Gina Skelton,132,72,60,0,0,0
Pope,Russellville 2A,CIRCUIT CLERK,,REP,Karen Yarbrough,72,32,40,0,0,0
Pope,Russellville 2A,CIRCUIT CLERK,,REP,Larry Pettus,45,22,23,0,0,0
Pope,Russellville 2A,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",3,2,1,0,0,0
Pope,Russellville 2A,Governor - DEM,,DEM,Mike Ross,57,24,33,0,0,0
Pope,Russellville 2A,Governor - REP,,REP,Asa Hutchinson,206,101,105,0,0,0
Pope,Russellville 2A,Governor - REP,,REP,Curtis Coleman,82,40,42,0,0,0
Pope,Russellville 2A,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,195,89,106,0,0,0
Pope,Russellville 2A,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,37,21,16,0,0,0
Pope,Russellville 2A,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,45,25,20,0,0,0
Pope,Russellville 2A,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",108,55,53,0,0,0
Pope,Russellville 2A,SHERIFF,,REP,Shane Jones,183,88,95,0,0,0
Pope,Russellville 2A,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,167,80,87,0,0,0
Pope,Russellville 2A,State Treasurer - REP,,REP,Representative Duncan Baird,94,51,43,0,0,0
Pope,Russellville 2A,UNOPPOSED DEMOCRATS,,DEM,FOR,56,25,31,0,0,0
Pope,Russellville 2A,UNOPPOSED REPUBLICANS,,REP,FOR,242,117,125,0,0,0
Pope,Russellville 2B,Attorney General - REP,,REP,David Sterling,170,53,117,0,0,0
Pope,Russellville 2B,Attorney General - REP,,REP,Leslie Rutledge,247,114,129,4,0,0
Pope,Russellville 2B,Attorney General - REP,,REP,Patricia Nation,76,30,46,0,0,0
Pope,Russellville 2B,Auditor of State - REP,,REP,Ken Yang,126,41,85,0,0,0
Pope,Russellville 2B,Auditor of State - REP,,REP,Representative Andrea Lea,393,166,223,4,0,0
Pope,Russellville 2B,CIRCUIT CLERK,,REP,Diane Willcutt,93,36,57,0,0,0
Pope,Russellville 2B,CIRCUIT CLERK,,REP,Gina Skelton,174,75,96,3,0,0
Pope,Russellville 2B,CIRCUIT CLERK,,REP,Karen Yarbrough,189,76,113,0,0,0
Pope,Russellville 2B,CIRCUIT CLERK,,REP,Larry Pettus,71,25,44,2,0,0
Pope,Russellville 2B,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",11,5,5,1,0,0
Pope,Russellville 2B,Governor - DEM,,DEM,Mike Ross,145,64,80,1,0,0
Pope,Russellville 2B,Governor - REP,,REP,Asa Hutchinson,353,145,203,5,0,0
Pope,Russellville 2B,Governor - REP,,REP,Curtis Coleman,169,65,104,0,0,0
Pope,Russellville 2B,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,363,146,214,3,0,0
Pope,Russellville 2B,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,66,27,38,1,0,0
Pope,Russellville 2B,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,78,27,51,0,0,0
Pope,Russellville 2B,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",222,76,144,2,0,0
Pope,Russellville 2B,SHERIFF,,REP,Shane Jones,302,133,166,3,0,0
Pope,Russellville 2B,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,282,106,175,1,0,0
Pope,Russellville 2B,State Treasurer - REP,,REP,Representative Duncan Baird,201,87,111,3,0,0
Pope,Russellville 2B,UNOPPOSED DEMOCRATS,,DEM,FOR,145,63,80,2,0,0
Pope,Russellville 2B,UNOPPOSED REPUBLICANS,,REP,FOR,470,189,277,4,0,0
Pope,Russellville 2C,Attorney General - REP,,REP,David Sterling,25,9,16,0,0,0
Pope,Russellville 2C,Attorney General - REP,,REP,Leslie Rutledge,38,15,23,0,0,0
Pope,Russellville 2C,Attorney General - REP,,REP,Patricia Nation,11,3,8,0,0,0
Pope,Russellville 2C,Auditor of State - REP,,REP,Ken Yang,16,6,10,0,0,0
Pope,Russellville 2C,Auditor of State - REP,,REP,Representative Andrea Lea,62,22,40,0,0,0
Pope,Russellville 2C,CIRCUIT CLERK,,REP,Diane Willcutt,9,3,6,0,0,0
Pope,Russellville 2C,CIRCUIT CLERK,,REP,Gina Skelton,19,8,11,0,0,0
Pope,Russellville 2C,CIRCUIT CLERK,,REP,Karen Yarbrough,33,14,19,0,0,0
Pope,Russellville 2C,CIRCUIT CLERK,,REP,Larry Pettus,17,4,13,0,0,0
Pope,Russellville 2C,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",3,2,1,0,0,0
Pope,Russellville 2C,Governor - DEM,,DEM,Mike Ross,11,7,4,0,0,0
Pope,Russellville 2C,Governor - REP,,REP,Asa Hutchinson,46,18,28,0,0,0
Pope,Russellville 2C,Governor - REP,,REP,Curtis Coleman,31,10,21,0,0,0
Pope,Russellville 2C,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,50,20,30,0,0,0
Pope,Russellville 2C,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,11,4,7,0,0,0
Pope,Russellville 2C,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,16,4,12,0,0,0
Pope,Russellville 2C,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",35,8,27,0,0,0
Pope,Russellville 2C,SHERIFF,,REP,Shane Jones,42,20,22,0,0,0
Pope,Russellville 2C,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,43,15,28,0,0,0
Pope,Russellville 2C,State Treasurer - REP,,REP,Representative Duncan Baird,32,13,19,0,0,0
Pope,Russellville 2C,UNOPPOSED DEMOCRATS,,DEM,FOR,15,10,5,0,0,0
Pope,Russellville 2C,UNOPPOSED REPUBLICANS,,REP,FOR,69,27,42,0,0,0
Pope,Russellville 3A,Attorney General - REP,,REP,David Sterling,42,22,20,0,0,0
Pope,Russellville 3A,Attorney General - REP,,REP,Leslie Rutledge,44,23,21,0,0,0
Pope,Russellville 3A,Attorney General - REP,,REP,Patricia Nation,29,12,17,0,0,0
Pope,Russellville 3A,Auditor of State - REP,,REP,Ken Yang,23,13,10,0,0,0
Pope,Russellville 3A,Auditor of State - REP,,REP,Representative Andrea Lea,97,47,50,0,0,0
Pope,Russellville 3A,CIRCUIT CLERK,,REP,Diane Willcutt,28,15,13,0,0,0
Pope,Russellville 3A,CIRCUIT CLERK,,REP,Gina Skelton,31,12,19,0,0,0
Pope,Russellville 3A,CIRCUIT CLERK,,REP,Karen Yarbrough,42,22,20,0,0,0
Pope,Russellville 3A,CIRCUIT CLERK,,REP,Larry Pettus,21,13,8,0,0,0
Pope,Russellville 3A,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",5,4,1,0,0,0
Pope,Russellville 3A,Governor - DEM,,DEM,Mike Ross,32,16,15,1,0,0
Pope,Russellville 3A,Governor - REP,,REP,Asa Hutchinson,90,43,47,0,0,0
Pope,Russellville 3A,Governor - REP,,REP,Curtis Coleman,32,19,13,0,0,0
Pope,Russellville 3A,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,75,34,41,0,0,0
Pope,Russellville 3A,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,24,15,9,0,0,0
Pope,Russellville 3A,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,16,7,9,0,0,0
Pope,Russellville 3A,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",42,19,23,0,0,0
Pope,Russellville 3A,SHERIFF,,REP,Shane Jones,78,41,37,0,0,0
Pope,Russellville 3A,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,72,37,35,0,0,0
Pope,Russellville 3A,State Treasurer - REP,,REP,Representative Duncan Baird,40,19,21,0,0,0
Pope,Russellville 3A,UNOPPOSED DEMOCRATS,,DEM,FOR,31,18,12,1,0,0
Pope,Russellville 3A,UNOPPOSED REPUBLICANS,,REP,FOR,103,56,47,0,0,0
Pope,Russellville 3B,Attorney General - REP,,REP,David Sterling,89,31,58,0,0,0
Pope,Russellville 3B,Attorney General - REP,,REP,Leslie Rutledge,95,52,43,0,0,0
Pope,Russellville 3B,Attorney General - REP,,REP,Patricia Nation,33,18,15,0,0,0
Pope,Russellville 3B,Auditor of State - REP,,REP,Ken Yang,36,19,17,0,0,0
Pope,Russellville 3B,Auditor of State - REP,,REP,Representative Andrea Lea,192,89,103,0,0,0
Pope,Russellville 3B,CIRCUIT CLERK,,REP,Diane Willcutt,65,23,42,0,0,0
Pope,Russellville 3B,CIRCUIT CLERK,,REP,Gina Skelton,60,34,26,0,0,0
Pope,Russellville 3B,CIRCUIT CLERK,,REP,Karen Yarbrough,73,33,40,0,0,0
Pope,Russellville 3B,CIRCUIT CLERK,,REP,Larry Pettus,33,19,14,0,0,0
Pope,Russellville 3B,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",7,2,5,0,0,0
Pope,Russellville 3B,Governor - DEM,,DEM,Mike Ross,32,21,11,0,0,0
Pope,Russellville 3B,Governor - REP,,REP,Asa Hutchinson,156,80,76,0,0,0
Pope,Russellville 3B,Governor - REP,,REP,Curtis Coleman,79,33,46,0,0,0
Pope,Russellville 3B,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,153,70,83,0,0,0
Pope,Russellville 3B,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,38,19,19,0,0,0
Pope,Russellville 3B,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,32,15,17,0,0,0
Pope,Russellville 3B,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",69,29,40,0,0,0
Pope,Russellville 3B,SHERIFF,,REP,Shane Jones,160,78,82,0,0,0
Pope,Russellville 3B,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,142,59,83,0,0,0
Pope,Russellville 3B,State Treasurer - REP,,REP,Representative Duncan Baird,68,35,33,0,0,0
Pope,Russellville 3B,UNOPPOSED DEMOCRATS,,DEM,FOR,35,22,13,0,0,0
Pope,Russellville 3B,UNOPPOSED REPUBLICANS,,REP,FOR,205,97,108,0,0,0
Pope,Russellville 4A,Attorney General - REP,,REP,David Sterling,37,12,25,0,0,0
Pope,Russellville 4A,Attorney General - REP,,REP,Leslie Rutledge,41,15,26,0,0,0
Pope,Russellville 4A,Attorney General - REP,,REP,Patricia Nation,8,0,8,0,0,0
Pope,Russellville 4A,Auditor of State - REP,,REP,Ken Yang,24,8,16,0,0,0
Pope,Russellville 4A,Auditor of State - REP,,REP,Representative Andrea Lea,64,19,45,0,0,0
Pope,Russellville 4A,CIRCUIT CLERK,,REP,Diane Willcutt,18,6,12,0,0,0
Pope,Russellville 4A,CIRCUIT CLERK,,REP,Gina Skelton,29,9,20,0,0,0
Pope,Russellville 4A,CIRCUIT CLERK,,REP,Karen Yarbrough,31,6,25,0,0,0
Pope,Russellville 4A,CIRCUIT CLERK,,REP,Larry Pettus,15,7,8,0,0,0
Pope,Russellville 4A,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",3,1,2,0,0,0
Pope,Russellville 4A,Governor - DEM,,DEM,Mike Ross,22,13,9,0,0,0
Pope,Russellville 4A,Governor - REP,,REP,Asa Hutchinson,65,19,46,0,0,0
Pope,Russellville 4A,Governor - REP,,REP,Curtis Coleman,26,8,18,0,0,0
Pope,Russellville 4A,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,57,20,37,0,0,0
Pope,Russellville 4A,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,11,2,9,0,0,0
Pope,Russellville 4A,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,21,5,16,0,0,0
Pope,Russellville 4A,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",25,8,17,0,0,0
Pope,Russellville 4A,SHERIFF,,REP,Shane Jones,68,20,48,0,0,0
Pope,Russellville 4A,State Representative District 68 - REP,,REP,Ingram Philips,1,1,0,0,0,0
Pope,Russellville 4A,State Representative District 68 - REP,,REP,Trevor Drown,2,2,0,0,0,0
Pope,Russellville 4A,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,42,13,29,0,0,0
Pope,Russellville 4A,State Treasurer - REP,,REP,Representative Duncan Baird,44,14,30,0,0,0
Pope,Russellville 4A,UNOPPOSED DEMOCRATS,,DEM,FOR,24,13,11,0,0,0
Pope,Russellville 4A,UNOPPOSED REPUBLICANS,,REP,FOR,82,26,56,0,0,0
Pope,Russellville 4B,Attorney General - REP,,REP,David Sterling,16,12,4,0,0,0
Pope,Russellville 4B,Attorney General - REP,,REP,Leslie Rutledge,19,17,2,0,0,0
Pope,Russellville 4B,Attorney General - REP,,REP,Patricia Nation,6,5,1,0,0,0
Pope,Russellville 4B,Auditor of State - REP,,REP,Ken Yang,13,12,1,0,0,0
Pope,Russellville 4B,Auditor of State - REP,,REP,Representative Andrea Lea,31,25,6,0,0,0
Pope,Russellville 4B,CIRCUIT CLERK,,REP,Diane Willcutt,3,2,1,0,0,0
Pope,Russellville 4B,CIRCUIT CLERK,,REP,Gina Skelton,15,12,3,0,0,0
Pope,Russellville 4B,CIRCUIT CLERK,,REP,Karen Yarbrough,15,14,1,0,0,0
Pope,Russellville 4B,CIRCUIT CLERK,,REP,Larry Pettus,11,10,1,0,0,0
Pope,Russellville 4B,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",1,1,0,0,0,0
Pope,Russellville 4B,Governor - DEM,,DEM,Mike Ross,1,0,1,0,0,0
Pope,Russellville 4B,Governor - REP,,REP,Asa Hutchinson,28,24,4,0,0,0
Pope,Russellville 4B,Governor - REP,,REP,Curtis Coleman,17,14,3,0,0,0
Pope,Russellville 4B,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,26,20,6,0,0,0
Pope,Russellville 4B,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,3,3,0,0,0,0
Pope,Russellville 4B,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,13,12,1,0,0,0
Pope,Russellville 4B,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",10,9,1,0,0,0
Pope,Russellville 4B,SHERIFF,,REP,Shane Jones,33,28,5,0,0,0
Pope,Russellville 4B,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,26,20,6,0,0,0
Pope,Russellville 4B,State Treasurer - REP,,REP,Representative Duncan Baird,16,15,1,0,0,0
Pope,Russellville 4B,UNOPPOSED DEMOCRATS,,DEM,FOR,2,1,1,0,0,0
Pope,Russellville 4B,UNOPPOSED REPUBLICANS,,REP,FOR,38,33,5,0,0,0
Pope,Russellville 4C,Attorney General - REP,,REP,David Sterling,22,10,12,0,0,0
Pope,Russellville 4C,Attorney General - REP,,REP,Leslie Rutledge,21,10,11,0,0,0
Pope,Russellville 4C,Attorney General - REP,,REP,Patricia Nation,6,2,3,1,0,0
Pope,Russellville 4C,Auditor of State - REP,,REP,Ken Yang,9,4,4,1,0,0
Pope,Russellville 4C,Auditor of State - REP,,REP,Representative Andrea Lea,41,20,21,0,0,0
Pope,Russellville 4C,CIRCUIT CLERK,,REP,Diane Willcutt,16,7,9,0,0,0
Pope,Russellville 4C,CIRCUIT CLERK,,REP,Gina Skelton,10,3,7,0,0,0
Pope,Russellville 4C,CIRCUIT CLERK,,REP,Karen Yarbrough,14,8,6,0,0,0
Pope,Russellville 4C,CIRCUIT CLERK,,REP,Larry Pettus,9,4,4,1,0,0
Pope,Russellville 4C,Governor - DEM,,DEM,Mike Ross,12,9,3,0,0,0
Pope,Russellville 4C,Governor - REP,,REP,Asa Hutchinson,29,17,12,0,0,0
Pope,Russellville 4C,Governor - REP,,REP,Curtis Coleman,23,7,15,1,0,0
Pope,Russellville 4C,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,35,14,21,0,0,0
Pope,Russellville 4C,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,10,4,5,1,0,0
Pope,Russellville 4C,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,5,4,1,0,0,0
Pope,Russellville 4C,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",9,2,6,1,0,0
Pope,Russellville 4C,SHERIFF,,REP,Shane Jones,40,20,20,0,0,0
Pope,Russellville 4C,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,28,13,14,1,0,0
Pope,Russellville 4C,State Treasurer - REP,,REP,Representative Duncan Baird,23,10,13,0,0,0
Pope,Russellville 4C,UNOPPOSED DEMOCRATS,,DEM,FOR,12,9,3,0,0,0
Pope,Russellville 4C,UNOPPOSED REPUBLICANS,,REP,FOR,47,22,24,1,0,0
Pope,Russellville 4D,Attorney General - REP,,REP,David Sterling,8,4,3,1,0,0
Pope,Russellville 4D,Attorney General - REP,,REP,Leslie Rutledge,6,4,2,0,0,0
Pope,Russellville 4D,Attorney General - REP,,REP,Patricia Nation,2,2,0,0,0,0
Pope,Russellville 4D,Auditor of State - REP,,REP,Ken Yang,5,4,0,1,0,0
Pope,Russellville 4D,Auditor of State - REP,,REP,Representative Andrea Lea,12,7,5,0,0,0
Pope,Russellville 4D,CIRCUIT CLERK,,REP,Diane Willcutt,3,2,1,0,0,0
Pope,Russellville 4D,CIRCUIT CLERK,,REP,Gina Skelton,4,3,1,0,0,0
Pope,Russellville 4D,CIRCUIT CLERK,,REP,Karen Yarbrough,6,4,2,0,0,0
Pope,Russellville 4D,CIRCUIT CLERK,,REP,Larry Pettus,5,2,2,1,0,0
Pope,Russellville 4D,Governor - DEM,,DEM,Mike Ross,4,0,4,0,0,0
Pope,Russellville 4D,Governor - REP,,REP,Asa Hutchinson,7,4,2,1,0,0
Pope,Russellville 4D,Governor - REP,,REP,Curtis Coleman,11,7,4,0,0,0
Pope,Russellville 4D,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,11,9,1,1,0,0
Pope,Russellville 4D,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,5,1,4,0,0,0
Pope,Russellville 4D,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",7,5,2,0,0,0
Pope,Russellville 4D,SHERIFF,,REP,Shane Jones,10,5,4,1,0,0
Pope,Russellville 4D,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,9,6,3,0,0,0
Pope,Russellville 4D,State Treasurer - REP,,REP,Representative Duncan Baird,7,4,2,1,0,0
Pope,Russellville 4D,UNOPPOSED DEMOCRATS,,DEM,FOR,4,0,4,0,0,0
Pope,Russellville 4D,UNOPPOSED REPUBLICANS,,REP,FOR,15,9,5,1,0,0
Pope,Russellville 4E,Attorney General - REP,,REP,Leslie Rutledge,2,1,1,0,0,0
Pope,Russellville 4E,Auditor of State - REP,,REP,Representative Andrea Lea,2,1,1,0,0,0
Pope,Russellville 4E,CIRCUIT CLERK,,REP,Gina Skelton,1,0,1,0,0,0
Pope,Russellville 4E,CIRCUIT CLERK,,REP,Karen Yarbrough,1,1,0,0,0,0
Pope,Russellville 4E,Governor - REP,,REP,Asa Hutchinson,2,1,1,0,0,0
Pope,Russellville 4E,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,2,1,1,0,0,0
Pope,Russellville 4E,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",2,1,1,0,0,0
Pope,Russellville 4E,State Representative District 68 - REP,,REP,Trevor Drown,2,1,1,0,0,0
Pope,Russellville 4E,State Treasurer - REP,,REP,Representative Duncan Baird,1,0,1,0,0,0
Pope,Russellville 4E,UNOPPOSED REPUBLICANS,,REP,FOR,2,1,1,0,0,0
Pope,Russellville 4F,Attorney General - REP,,REP,David Sterling,1,0,1,0,0,0
Pope,Russellville 4F,Attorney General - REP,,REP,Leslie Rutledge,15,10,5,0,0,0
Pope,Russellville 4F,Attorney General - REP,,REP,Patricia Nation,4,1,3,0,0,0
Pope,Russellville 4F,Auditor of State - REP,,REP,Ken Yang,3,1,2,0,0,0
Pope,Russellville 4F,Auditor of State - REP,,REP,Representative Andrea Lea,16,9,7,0,0,0
Pope,Russellville 4F,CIRCUIT CLERK,,REP,Diane Willcutt,5,2,3,0,0,0
Pope,Russellville 4F,CIRCUIT CLERK,,REP,Gina Skelton,6,4,2,0,0,0
Pope,Russellville 4F,CIRCUIT CLERK,,REP,Karen Yarbrough,7,3,4,0,0,0
Pope,Russellville 4F,CIRCUIT CLERK,,REP,Larry Pettus,2,2,0,0,0,0
Pope,Russellville 4F,Governor - DEM,,DEM,"Lynette ""Doc"" Bryant",2,0,2,0,0,0
Pope,Russellville 4F,Governor - DEM,,DEM,Mike Ross,1,0,1,0,0,0
Pope,Russellville 4F,Governor - REP,,REP,Asa Hutchinson,15,7,8,0,0,0
Pope,Russellville 4F,Governor - REP,,REP,Curtis Coleman,5,4,1,0,0,0
Pope,Russellville 4F,Lieutenant Governor - REP,,REP,Congressman Tim Griffin,14,8,6,0,0,0
Pope,Russellville 4F,Lieutenant Governor - REP,,REP,Representative Debra Hobbs,4,1,3,0,0,0
Pope,Russellville 4F,Lieutenant Governor - REP,,REP,State Rep. Andy Mayberry,1,1,0,0,0,0
Pope,Russellville 4F,SHERIFF,,REP,"C. E. ""Charlie"" Falwell",5,3,2,0,0,0
Pope,Russellville 4F,SHERIFF,,REP,Shane Jones,15,8,7,0,0,0
Pope,Russellville 4F,State Treasurer - REP,,REP,Circuit Clerk Dennis Milligan,15,7,8,0,0,0
Pope,Russellville 4F,State Treasurer - REP,,REP,Representative Duncan Baird,3,2,1,0,0,0
Pope,Russellville 4F,UNOPPOSED DEMOCRATS,,DEM,FOR,2,0,2,0,0,0
