county,precinct,office,district,party,candidate,votes,election_day,early_voting,election_day_paper,absentee,early_vote_paper
Poinsett,West Prairie,Special Election POINSETT COUNTY,,NON,AGAINST,120,19,9,85,2,5
Poinsett,Dobson,Special Election POINSETT COUNTY,,NON,AGAINST,18,0,2,14,1,1
Poinsett,Greenfield - Buffalo Lick,Special Election POINSETT COUNTY,,NON,AGAINST,131,30,7,84,2,8
Poinsett,Greenwood and Rivervale,Special Election POINSETT COUNTY,,NON,AGAINST,351,31,4,304,6,6
Poinsett,Little River and Payneway,Special Election POINSETT COUNTY,,NON,AGAINST,481,36,7,367,35,36
Poinsett,Owen - Fisher,Special Election POINSETT COUNTY,,NON,AGAINST,33,13,1,18,0,1
Poinsett,Owen - Waldenburg,Special Election POINSETT COUNTY,,NON,AGAINST,26,16,1,6,0,3
Poinsett,Tyronza,Special Election POINSETT COUNTY,,NON,AGAINST,113,21,2,89,0,1
Poinsett,Willis,Special Election POINSETT COUNTY,,NON,AGAINST,1368,62,43,1072,69,122
Poinsett,Lunsford,Special Election POINSETT COUNTY,,NON,AGAINST,22,0,0,17,0,5
Poinsett,Greenwood and Rivervale,SPECIAL ELECTION   CITY OF LEPANTO,,NON,FOR annexation of the territory de,269,23,5,227,6,8
Poinsett,Greenwood and Rivervale,SPECIAL ELECTION   CITY OF LEPANTO,,NON,AGAINST annexation of the territor,266,28,2,228,0,8
