county,precinct,office,district,party,candidate,votes,election_day,early_vote,absentee,hand_count,provisional
Lonoke,55 - Lonoke City W/7,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,AGAINST,41,8,3,30,0,0
Lonoke,56 - Lonoke City W/8,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,Non,AGAINST,54,6,0,48,0,0
Lonoke,01- Allport City,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,41,25,0,16,0,0
Lonoke,02 - Caroline Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,372,102,1,269,0,0
Lonoke,03 - Austin City,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,520,169,3,347,0,1
Lonoke,04 - Butler Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,410,167,3,240,0,0
Lonoke,05 - Cabot City W/1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,759,200,12,547,0,0
Lonoke,06 - Cabot City W/2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,1408,321,10,1077,0,0
Lonoke,07 - Cabot City W/3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,1092,257,8,827,0,0
Lonoke,08 - Cabot City W/4,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,778,216,10,552,0,0
Lonoke,09 - York Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,241,58,3,180,0,0
Lonoke,10 - Carlisle City Ward 1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,163,69,2,92,0,0
Lonoke,11 -Carlisle City Ward 2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,79,20,1,58,0,0
Lonoke,12 - Carlisle City Ward 3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,92,35,0,57,0,0
Lonoke,13 - Carlisle Twp.,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,63,24,2,37,0,0
Lonoke,14 - Cleveland Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,50,21,1,28,0,0
Lonoke,15 - Dortch Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,23,16,1,6,0,0
Lonoke,16 - Eagle Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,338,117,8,212,0,1
Lonoke,17 - England City Ward 1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,128,53,0,75,0,0
Lonoke,18 - England City Ward 2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,99,39,0,60,0,0
Lonoke,19- England City Ward 3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,132,68,0,64,0,0
Lonoke,20 - England City Ward 4,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,65,23,0,42,0,0
Lonoke,21 - Fletcher Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,18,7,0,11,0,0
Lonoke,22 - Furlow Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,180,60,4,116,0,0
Lonoke,23 - Goodrum Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,494,151,1,342,0,0
Lonoke,24 - Gray Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,512,266,0,246,0,0
Lonoke,25 - Gumwood Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,47,21,0,26,0,0
Lonoke,26 - Hamilton Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,12,8,0,4,0,0
Lonoke,27 - Crooked Creek Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,25,12,0,13,0,0
Lonoke,28 - Humnoke City,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,47,23,0,24,0,0
Lonoke,29 - Indian Bayou Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,26,14,0,12,0,0
Lonoke,30 - Coy City,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,10,7,0,3,0,0
Lonoke,31 - Isbell Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,17,7,0,10,0,0
Lonoke,32 - Lafayette Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,3,2,0,1,0,0
Lonoke,33 - Keo City,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,57,41,0,16,0,0
Lonoke,34 - Lonoke City W/1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,129,28,1,100,0,0
Lonoke,35 - Lonoke City W/2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,71,16,0,55,0,0
Lonoke,36 - Lonoke City W/3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,99,41,4,54,0,0
Lonoke,37 - Lonoke City W/4,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,132,31,2,99,0,0
Lonoke,38 - Lonoke Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,158,45,0,113,0,0
Lonoke,39 - Magness Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,387,136,4,247,0,0
Lonoke,40 - Oak Grove Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,701,243,8,450,0,0
Lonoke,41 - Pettus Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,23,15,0,8,0,0
Lonoke,42 - Prairie Twp.,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,78,47,0,31,0,0
Lonoke,43 - Pulaski Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,116,85,1,30,0,0
Lonoke,44 - Richwood Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,21,11,0,10,0,0
Lonoke,45 - Totten Twp.,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,50,16,0,34,0,0
Lonoke,46 - Walls Twp.,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,10,5,0,5,0,0
Lonoke,47 - Ward City W/1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,220,59,4,157,0,0
Lonoke,48 - Ward City W/2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,235,63,1,170,0,1
Lonoke,49 - Ward City W/3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,328,86,1,241,0,0
Lonoke,50 - Ward Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,205,44,1,160,0,0
Lonoke,51 - Williams Twp.,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,126,60,2,64,0,0
Lonoke,53 - Lonoke City W/5,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,115,25,3,87,0,0
Lonoke,54 - Lonoke City W/6,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,93,31,1,61,0,0
Lonoke,55 - Lonoke City W/7,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,117,25,2,90,0,0
Lonoke,56 - Lonoke City W/8,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,FOR,140,29,0,111,0,0
Lonoke,01- Allport City,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,10,1,0,9,0,0
Lonoke,02 - Caroline Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,300,81,1,218,0,0
Lonoke,03 - Austin City,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,280,83,2,195,0,0
Lonoke,04 - Butler Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,329,112,5,211,0,1
Lonoke,05 - Cabot City W/1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,502,121,6,375,0,0
Lonoke,06 - Cabot City W/2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,1010,202,10,798,0,0
Lonoke,07 - Cabot City W/3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,796,142,4,650,0,0
Lonoke,08 - Cabot City W/4,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,576,146,5,424,0,1
Lonoke,09 - York Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,252,67,5,180,0,0
Lonoke,10 - Carlisle City Ward 1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,152,37,0,115,0,0
Lonoke,11 -Carlisle City Ward 2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,69,20,0,49,0,0
Lonoke,12 - Carlisle City Ward 3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,74,20,0,54,0,0
Lonoke,13 - Carlisle Twp.,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,54,25,0,29,0,0
Lonoke,14 - Cleveland Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,24,2,0,22,0,0
Lonoke,15 - Dortch Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,37,18,5,14,0,0
Lonoke,16 - Eagle Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,269,86,6,177,0,0
Lonoke,17 - England City Ward 1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,126,40,0,86,0,0
Lonoke,18 - England City Ward 2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,70,15,0,55,0,0
Lonoke,19- England City Ward 3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,45,24,0,21,0,0
Lonoke,20 - England City Ward 4,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,39,11,0,28,0,0
Lonoke,21 - Fletcher Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,28,13,0,15,0,0
Lonoke,22 - Furlow Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,106,38,1,67,0,0
Lonoke,23 - Goodrum Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,391,107,10,274,0,0
Lonoke,24 - Gray Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,377,187,1,189,0,0
Lonoke,25 - Gumwood Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,33,10,0,23,0,0
Lonoke,26 - Hamilton Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,21,11,1,9,0,0
Lonoke,27 - Crooked Creek Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,52,13,6,33,0,0
Lonoke,28 - Humnoke City,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,59,17,1,41,0,0
Lonoke,29 - Indian Bayou Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,13,8,0,5,0,0
Lonoke,30 - Coy City,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,13,10,0,3,0,0
Lonoke,31 - Isbell Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,22,15,0,7,0,0
Lonoke,32 - Lafayette Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,5,2,0,3,0,0
Lonoke,33 - Keo City,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,52,41,1,10,0,0
Lonoke,34 - Lonoke City W/1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,96,19,2,75,0,0
Lonoke,35 - Lonoke City W/2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,74,13,1,60,0,0
Lonoke,36 - Lonoke City W/3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,51,12,1,38,0,0
Lonoke,37 - Lonoke City W/4,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,61,15,1,45,0,0
Lonoke,38 - Lonoke Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,140,36,1,103,0,0
Lonoke,39 - Magness Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,274,82,2,190,0,0
Lonoke,40 - Oak Grove Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,628,177,6,445,0,0
Lonoke,41 - Pettus Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,13,6,0,7,0,0
Lonoke,42 - Prairie Twp.,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,72,34,0,38,0,0
Lonoke,43 - Pulaski Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,41,31,0,10,0,0
Lonoke,44 - Richwood Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,9,3,0,6,0,0
Lonoke,45 - Totten Twp.,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,54,23,0,31,0,0
Lonoke,46 - Walls Twp.,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,8,8,0,0,0,0
Lonoke,47 - Ward City W/1,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,114,17,2,95,0,0
Lonoke,48 - Ward City W/2,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,109,27,2,80,0,0
Lonoke,49 - Ward City W/3,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,141,29,3,109,0,0
Lonoke,50 - Ward Twp,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,172,35,4,133,0,0
Lonoke,51 - Williams Twp.,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,94,47,5,42,0,0
Lonoke,53 - Lonoke City W/5,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,42,9,0,33,0,0
Lonoke,54 - Lonoke City W/6,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,38,6,1,31,0,0
Lonoke,55 - Lonoke City W/7,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,75,20,1,54,0,0
Lonoke,56 - Lonoke City W/8,Issue No. 4: An Amendment to Require Four Licenses to be Issued for Casino Gaming at Casinos, One Each in Crittenden (to Southland Racing Corporation),Non,AGAINST,97,15,0,82,0,0
Lonoke,01- Allport City,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,47,25,0,22,0,0
Lonoke,02 - Caroline Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,371,91,2,278,0,0
Lonoke,03 - Austin City,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,455,143,3,308,0,1
Lonoke,04 - Butler Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,442,167,3,271,0,1
Lonoke,05 - Cabot City W/1,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,812,217,15,580,0,0
Lonoke,06 - Cabot City W/2,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,1339,290,11,1038,0,0
Lonoke,07 - Cabot City W/3,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,1129,221,8,900,0,0
Lonoke,08 - Cabot City W/4,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,845,224,14,606,0,1
Lonoke,09 - York Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,267,61,8,198,0,0
Lonoke,10 - Carlisle City Ward 1,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,195,72,1,122,0,0
Lonoke,11 -Carlisle City Ward 2,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,100,28,1,71,0,0
Lonoke,12 - Carlisle City Ward 3,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,119,37,0,82,0,0
Lonoke,13 - Carlisle Twp.,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,81,34,2,45,0,0
Lonoke,14 - Cleveland Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,43,17,0,26,0,0
Lonoke,15 - Dortch Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,33,18,4,11,0,0
Lonoke,16 - Eagle Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,346,113,6,227,0,0
Lonoke,17 - England City Ward 1,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,156,56,0,100,0,0
Lonoke,18 - England City Ward 2,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,116,41,0,75,0,0
Lonoke,19- England City Ward 3,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,162,83,0,79,0,0
Lonoke,20 - England City Ward 4,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,77,28,0,49,0,0
Lonoke,21 - Fletcher Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,25,14,0,11,0,0
Lonoke,22 - Furlow Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,186,56,3,127,0,0
Lonoke,23 - Goodrum Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,496,143,8,345,0,0
Lonoke,24 - Gray Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,581,285,0,296,0,0
Lonoke,25 - Gumwood Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,53,24,0,29,0,0
Lonoke,26 - Hamilton Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,12,7,0,5,0,0
Lonoke,27 - Crooked Creek Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,41,14,4,23,0,0
Lonoke,28 - Humnoke City,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,66,31,1,34,0,0
Lonoke,29 - Indian Bayou Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,28,16,0,12,0,0
Lonoke,30 - Coy City,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,13,9,0,4,0,0
Lonoke,31 - Isbell Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,26,11,0,15,0,0
Lonoke,32 - Lafayette Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,7,4,0,3,0,0
Lonoke,33 - Keo City,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,67,53,1,13,0,0
Lonoke,34 - Lonoke City W/1,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,143,30,3,110,0,0
Lonoke,35 - Lonoke City W/2,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,101,18,2,81,0,0
Lonoke,36 - Lonoke City W/3,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,126,42,5,79,0,0
Lonoke,37 - Lonoke City W/4,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,129,30,3,96,0,0
Lonoke,38 - Lonoke Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,209,59,1,149,0,0
Lonoke,39 - Magness Twp,Issue No. 5: An Act to Increase the Arkansas Minimum Wage,,Non,FOR,391,112,7,272,0,0
